"KOLACHI MONEY EXCHANGE INC.","2727","DOMINION BLVD CANADA"," ","WINDSOR","ON","5199626945","N9E2M7"
"WADI ALRAFIDAIN MONEY SERVICES INC.","6669","NAVIN CRESCENT"," ","LONDON","ON","5197018299","N6P0B7"
"MONEYTANGLE INC.","118","2727 28TH AVENUE SOUTH EAST"," ","CALGARY","AB","4039260375","T2B0L4"
"PESA PAGE LTD","1275","WEST 6TH AVENUE"," ","VANCOUVER","BC","6046761474","V6H1A6"
"DESI TRADING INC","#3-4535","EBENEZER RD"," ","BRAMPTON","ON","6479999090","L6P2P7"
"7950667 CANADA CORPORATION","13-235","FORUM DRIVE"," ","MISSISSAUGA","ON","6479205697","L4Z3S2"
"786 CURRENCY EXCHANGE INC.","5875","FALLS AVENUE"," ","NIAGARA FALLS","ON","9052280513","L2G3K7"
"TRANSKUDI CORP.","2","JOSHUA AVENUE"," ","TORONTO","ON","4168075169","M9W4T6"
" ","908","MAISONNEUVE EAST CANADA"," ","MONTREAL","QC","5145685599","H2L1Z1"
"CASHCO PDL INC.","8170","50 ST.","#325","EDMONTON","AB","7804241080","T6B1E6"
"SATOSHI PORTAL INC.","3489","SAINT-LAURENT"," ","MONTREAL","QC","4388250307","H2X2T6"
" ","1425","BOULEVARD SAINT-LAURENT"," ","MONTREAL","QC","5146611959","H2X2S8"
"CK FINTECH CORP.","701","WEST GEORGIA STREET","#1552","VANCOUVER","BC","6046391285","V7Y1C6"
"SAFE TECHNOLOGY MEASUREMENTS","103-1900","MAIN ST. W. CANADA"," ","HAMILTON","ON","2894899482","L8S4R8"
"9228-2177 QUÉBEC INC.","391","SHERBROOKE O"," ","MONTRÉAL","QC","6136684313","H3A1B5"
" ","64","FORSTER STREET.","UNIT #","ST.CATHARINES","ON","9055183450","L2N6T5"
" ","713-30","THUNDER GROVE"," ","TORONTO","ON","6472966172","M1V4A3"
"JENTAZ MONEY EXPRESS LTD","22-10630","105 STREET"," ","EDMONTON","AB","7806688096","T5H2W9"
"HUANYU INTERNATIONAL CONSULTING INC","5740","CAMBIE ST","UNIT 356","VANCOUVER","BC","7788726611","V5Z3A6"
"IFX CANADA LTD.","1417","THISTLEDOWN ROAD"," ","OAKVILLE","ON","9053307626","L6M1Y4"
"KRIMAR TECHNOLOGY CORPORATION, INC.","20","OAKHILL DRIVE"," ","LOWER SACKVILLE","NS","18888656516","B4C3Z7"
"FERDOSI GROUP INC","55","ELLSWORTH AVE CANADA"," ","RICHMOND HILL","ON","4167003504","L4C9N8"
"MIFINITY PAYMENTS LLC","14819","SE 82ND DRIVE"," ","CLACKAMAS","OR","5035139900","97015"
"D1 FINANCIAL SERVICES INC","21-300","STEELCASE RD W CANADA"," ","MARKHAM","ON","4165717778","L3R2W2"
" ","211-2417","HOLLY LANE"," ","OTTAWA","ON","6138520196","K1V 7P2"
"TRAVELERSBOX SOLUTIONS CANADA INC.","3111","CONVAIR DRIVE"," ","TORONTO","ON","14168634670","L5P1B2"
"VOWPAY LTD.","116","ALBERT ST.","SUITE 300","OTTAWA","ON","6132868150","K1P5G3"
"FFFX INC","224","SYLVESTER ROAD"," ","WESTVILLE","NS","19026955556","B0K2A0"
"1875752 ALBERTA LTD.","122","HIDDEN CREEK ROAD NW"," ","CALGARY","AB","4033994582","T3A6L6"
"RMONEY FINANCIAL INC.","3209-1239","W.GEORGIA ST."," ","VANCOUVER","BC","6045185256","V6E4R8"
"VANOJI FINANCIAL SERVICES INC.","80","CRESTRIDGE VIEW SW"," ","CALGARY","AB","4039037839","T3B1G8"
"KAIZEN ENTERPRISE LTD.","88-935","MARINE"," ","NORTH VANCOUVER","BC","6047700447","V7P1S3"
"RICHARDSON INTERNATIONAL CURRENCY EXCHANGE INC.","144","FRONT ST WEST CANADA","SUITE 200","TORONTO","ON","6477258205","M5J2L7"
"HUITONG GLOBAL EXCHANGE INC.","30","NAKINA WAY"," ","MARKHAM","ON","6475303972","L3R5Y7"
"MANNING CAPITAL FOREIGN EXCHANGE INC.","1904","683 10 ST SW"," ","CALGARY","AB","5873334070","T2P5G3"
"AL-PATRA CURRENCY EXCHANGE LTD.","6-3085","HURRONTARIO ST."," ","MISSISSAUGA","ON","9052327872","L5A4E4"
"SNEL TELECOMMUNICATIONS","20-2969","PRESTON AVENUE SOUTH"," ","SASKATOON","SK","3067158190","S7J2G8"
"MUKALLA GROUP LTD.","303-10616","84TH AVE CANADA"," ","EDMONTON","AB","7802463656","T6E2H6"
"ESADO FINANCIAL SERVICES INC.","724","MASSIMO CRESCENT"," ","WINDSOR","ON","5199666979","N9G3C7"
"MIFINITY UK LIMITED","24","SCHOOL ROAD"," ","BELFAST"," ","00442895870100","BT8 6BT"
"ACCEPTLOCAL ONLINE LTD.","1112","HILLSIDE RD."," ","WEST VANCOUVER","BC","7785529255","V7S2G4"
"A.K. TRADING CORPORATION","19","BISSELL DR"," ","BRAMPTON","ON","4164711263","L7A3K1"
"F & F INTERNATIONAL CORPORATION","6","JACINTA CRT"," ","RICHMOND HILL","ON","6477705664","L4E3J1"
"7167709 CANADA INC","5056","CHEMIN DE LA CÔTE DES NEIGES","SUITE 204","MONTREAL","QC","5142319039","H3V1G6"
"PEARL OF THE ORIENT MONEY REMITTANCE COMPANY INC","103-2500","53RD AVENUE"," ","VERNON","BC","2364260335","V1T9V2"
" ","39","HARRINGTON DR."," ","ST. JOHNS","NL","7097538790","A1E5Y1"
"ÉCONO-CHANGE INC.","1438","RUE STE-CATHERINE O."," ","MONTREAL","QC","5146626575","H3G1R3"
"AVL FINANCIAL CONSULTING AND INVESTMENT INC.","800","STEELES AVE EAST","UNIT","THORNHILL","ON","6476933050","L4J7L2"
"WORLDSENSE ENTERPRISES LTD.","58","WEST 62ND AVENUE"," ","VANCOUVER","BC","7783228395","V5X2E1"
"PAGAMUS INC.","1407","1115 SHERBROOKE RD W CANADA"," ","MONTREAL","QC","7038194949","H3A1H3"
"7995962 CANADA INC. / F.S. CONNECTIONS","1","YONGE STREET","SUITE 1801","TORONTO","ON","5142319039","M5E1W7"
"WESTERN UNION BUSINESS SOLUTIONS (USA), LLC","12500","EAST BELFORD AVE M12K2"," ","ENGLEWOOD","CO","7203321480","80112"
"CUSTOM HOUSE FINANCIAL (UK) LIMITED","12500","EAST BELFORD AVE M12K2"," ","ENGLEWOOD","CO","7203321480","80112"
"BAYTION WHOLESALE INC.","1005","3601 HIGHWAY 7"," ","MARKHAM","ON","6473308266","L3R0M3"
"9329-8859 QUEBEC INC.","740","BOUL DE LA COTE VERTU","UNIT 182","VILLE SAINT LAURENTS","QC","5148067603","H4L5C8"
"IEXCHANGE.CA.ENTERPRISES LTD.","7800","EPERSON ROAD"," ","RICHMOND","BC","6047168308","V7C2K6"
"E-REMIT GLOBAL CORPORATION"," ","12-3620-29TH STREET NE CANADA"," ","CALGARY","AB","4032762221","T1Y5Z8"
"93275196 QUEBEC INC.","1455","PEEL STREET COURS MONT-ROYAL SUITE 147"," ","MONTREAL","QC","5148455544","H3A1T5"
"MQ CAPITAL AND INVESTMENT LIMITED","101-603","NOTTINGHAM AVENUE"," ","WINNIPEG","MB","2046981004","R2K2C4"
"SAPPHIRE INVESTMENTS INC.","14818","THRIFT AVE. CANADA"," ","WHITE ROCK","BC","6046448607","V4B2J7"
" ","208-19","ST MICHAEL ROAD"," ","WINNIPEG","MB","2049143578","R2M2K4"
"VANGEAD INTERMEDIARY CO. LTD.","1005-4500","KINGSWAY"," ","BURNABY","BC","7789866118","V5H2A9"
"TRUTRANSFER LIMITED","47","COLBORNE STREET","SUITE 301","TORONTO","ON","6479805723","M5E1P8"
"VANA FRICA IMPORT & EXPORT INC.","1514","14 ST SW","UNIT B","CALGARY","AB","4039197119","T3C1C9"
"QUBIC FOREIGN EXCHANGE INC","936","TUSCANT DRIVE NW"," ","CALGARY","AB","4036174882","T3L2T5"
"AL- FALAH EXCHANGE INC.","1325","EGLINTON AVE E.","UNIT 224","MISSISSAUGA","ON","9052322625","L4W4L9"
"AIM SERVICES INC.","5799","YONGE ST."," ","TORONTO","ON","4162251515","M2M3V3"
"AUROTEX INC","1470","CENTRE STREET","UNIT 3","THORNHILL","ON","6473004620","L4J3N1"
" ","74","NOLANHURST RISE NW"," ","CALGARY","AB","4035547654","T3R0Z5"
" ","260","CLAREMONT STREET"," ","TORONTO","ON","6479092928","M6J2N3"
" ","103","OAKHAVEN PL CANADA"," ","ANCASTER","ON","4036608069","L9K0B6"
" ","730","YONGE STREET","SUITE 209","TORONTO","ON","4164195977","M4Y2B7"
"2281727 ONTARIO INC","2-9185","TORBRAM ROAD"," ","BRAMPTON","ON","6476185808","L6S3L2"
"2320527 ONTARIO INC.","29","GOREWAY DRIVE"," ","MISSISSAUGA","ON","6476185808","L4T1T5"
"COHORT SOLUTIONS (CANADA) LIMITED","29","LOWTHER AVE CANADA"," ","TORONTO","ON","0438880121","M5R1C6"
"GENERAL DAY TRADING CORP.","2885","BAYVIEW AVE. CANADA","#335","TORONTO","ON","4168265151","M2K0A3"
"ALLBRIGHT FINANCIAL LTD.","202-7457","MOFFATT RD"," ","RICHMOND","BC","6045187341","V6Y1X9"
"WINDEALS","5020","RUE LA DURANTAYE"," ","MONTREAL","QC","6132909131","H1R1Y7"
"KHITOMER CONSULTANCY LIMITED","2680","MATHESON BLVD E"," ","MISSISSAUGA","ON","6479273305","L4W0A5"
"CANPAK MONEY LINK INC.","315-7","WESTWINDS CRES"," ","CALGARY","AB","4032930200","T3J5H2"
" ","4875","DUFFERIN","APT #506","MONTREAL","QC","5145839110","H3X2Z2"
" ","123","QUEEN STREET WEST LOWER PATHWAY"," ","TORONTO","ON","4168090968","M4H2M9"
"AVIDXCHANGE, INC.","1111","METROPOLITAN AVENUE","SUITE 650","CHARLOTTE","NC","7048085584","28204"
"SAWAPAY LP","23","LESMILL ROAD","SUITE 200","TORONTO","ON","4168871877","M3B3P6"
"NETCENTS TECHNOLOGY INC.","505","BURRARD STREET","SUITE 880","VANCOUVER","BC","6046339967","V7X1M4"
"E-DEBIT INTERNATIONAL INC."," ","#12-3620-29TH STREET NE CANADA"," ","CALGARY","AB","4034611461","T1Y5Z8"
" ","414 1884","DAVENPORT ROAD"," ","TORONTO","ON","6475744550","M6N4Y2"
"NEWYORK FINANCIAL TRADING INC.","7368","YONGE ST.","SUITE 8A","THORNHILL","ON","9055978787","L4J8H9"
"ZOOMPASS INC.","107","ATLANTIC AVE CANADA","SUITE 201","TORONTO","ON","4167678920","M6K1Y2"
"CASH FOR US INC","1604","RUE MICHAEL","UNITÉ 204","OTTAWA","ON","6134226860","K1B3T7"
"2374460 ONTARIO INC","6","TOLLGATE STREET"," ","BRAMPTON","ON","4168297555","L6Z0J1"
"DELHOUSIE INC.","44","EVANSGLEN CLOSE NW"," ","CALGARY","AB","4036171033","T3P0P1"
"1071207 B.C.LTD.","10166","247B STREET"," ","MAPLE RIDGE","BC","7782395868","V2W0H1"
"GLOBAL MONEY XCHANGE INC.","777","HORNBY STREET"," ","VANCOUVER","BC","6047252593","V6Z2H7"
"S.K.A.B METAL GROUP CORPORATION","7181","YONGE ST.","UNIT 150","THORNHILL","ON","4167041521","L3T0C7"
"PAYKAP INTERNATIONAL INC.","1847","SUNLAND DRIVE"," ","OTTAWA","ON","6134043467","K4A3S9"
"BENGAL DELTA MONEY CHANGER INC","58 21","SANFORD AVE. NORTH CANADA"," ","HAMILTON","ON","2899332161","L8L8G5"
" ","2955","FLEURY EAST CANADA"," ","MONTREAL","QC","5143897862","H2B1M3"
"HONG FEY FINANCIAL INTERNATIONAL LTD.","6029","STARFIELD CRESENT"," ","MISSISSAUGA","ON","4163197648","L5N1X2"
"EASY PAY INC","40","PANORAMA HILLS PLACE NW"," ","CALGARY","AB","4036149869","T3K4N4"
"HILTON GLOBAL INC.","3","WILDROSE CRES"," ","THORNHILL","ON","4168355575","L3T1N6"
"REMITSTAR INC.","201 65","SPEERS RD"," ","OAKVILLE","ON","6474611986","L6K0J1"
"ROYAL GOLDEN TIGER INC.","6064 UNIT A","YONGE STREET"," ","TORONTO","ON","6473094321","M2M3W6"
"MONI TECH INC.","401","BAY ST"," ","TORONTO","ON","6476404269","M5H2Y4"
" ","506-8","MAISON PARC CT CANADA"," ","THORNHILL","ON","4169398272","L4J9K5"
"9902929 CANADA INC.","7181","YONGE STREET","UNIT 234","MARKHAM","ON","6475454540","L3T0C7"
"1442167 ONTARIO INC","55","KING ST W CANADA"," ","KITCHENER","ON","6478921598","N2G 4W1"
"CANADIAN TALENT RESOURCES HOLDING INC.","5295A","YONGE STREET"," ","TORONTO","ON","4166661614","M2N5R3"
"PRONTO MONEY TRANSFER","111","N. SEPULVEDA BLVD. #340"," ","MANHATTAN BEACH","CA","8777668825","90266"
"2336220 ONTARIO INC.","44","DUNFIELD AVE","APT 1206","TORONTO","ON","16477079602","M4S2H2"
"KHAIRA FOREX LTD.","10289","133 STREET","#116","SURREY","BC","6048125000","V3T0B1"
"BEST FUTURES TRADING INC.","13717","72 AVENUE"," ","SURREY","BC","6048087897","V3W2P2"
"1993974 ALBERTA LTD","10140","113 ST NW","UNIT 1005","EDMONTON","AB","5877783020","T5K2H6"
" ","4625","TUTOR COURT","SUITE 737","REGINA","SK","3065151868","S4W0E6"
" ","232-10202","149TH STREET"," ","SURREY","BC","6047002155","V3R3Z8"
"AFRICA TRANSFERS LTD.","3579","TURNER ST"," ","VANCOUVER","BC","17789381538","V5K2J1"
"CASH FAST INC.","2105","MIDLAND AVE.","UNIT 4","TORONTO","ON","6478959276","M1P3E3"
" ","612","BAIRDMORE BLVD CANADA"," ","WINNIPEG","MB","2042949276","R3T5T7"
"OMID MONEY SERVICES CORPORATION","565","MARKHAM RD"," ","SCARBOROUGH","ON","6478830297","M1H2A3"
"1093940 B.C. LTD.","215-10151","NO. 3 ROAD"," ","RICHMOND","BC","2263389123","V7A4R6"
" ","439","NAIRN AVENUE"," ","WINNIPEG","MB","2042917243","R2L0X1"
"MULTIMONETA FINANCIAL SERVICES LIMITED","36","KINGS STREET EAST"," ","TORONTO","ON","6479306989","M5C1E5"
"SUNRATE USA INC.","458","FUSHAN ROAD","ROOM 610","SHANGHAI"," ","8602150762388","200122"
"YAO FOREIGN EXCHANGE CORPORATION","38","BRAESIDE SQUARE CANADA"," ","MARKHAM","ON","4165436526","L3R0A4"
"ANQUAN PAYMENT SERVICES CORP.","1266","DEVON RD"," ","OAKVILLE","ON","2899812036","L6J2L8"
"ARZICA FINTECH AND ANALYTICS LTD.","999","CANADA PLACE CANADA","SUITE 404","VANCOUVER","BC","4253015238","V6C3E2"
"KUBER FOREX INC.","202-8525","MCCOWAN RD"," ","MARKHAM","ON","3657775744","L3P5E5"
"UNITED MONEY EXCHANGE INC.","586","CONCESSION STREET"," ","HAMILTON","ON","6479379648","L8V1B1"
"EXPRESS FOREX INC.","215","VICTORIA ST.","SUITE 400","TORONTO","ON","4163664000","M5B1T9"
"AMANCO FINANCIAL SERVICES CORPORATION","605","LISA COURT"," ","WINDSOR","ON","5198006055","N9G2N1"
"NORTHERN BULLION LTD.","220-1328","MARINASIDE CRES"," ","VANCOUVER","BC","7782427000","V6Z3B3"
"DRAGONING INTERNATIONAL LTD.","60","WEST WILMONT ST","UNIT 11","RICHMOND HILL","ON","4166623685","L4B1V6"
"ECE EASY CURRENCY EXCHANGE INC.","175","WEST BEAVER CREEK RD","UNIT","RICHMOND HILL","ON","9053415666","L4B1L1"
"MAPLE MONEY PLUS INC","3195","ERINDALE STATION RD","SUITE #203","MISSISSAUGA","ON","2892326568","L5C1Y5"
"FINBOND GROUP CANADA INC.","2520A","JANE STREET"," ","NORTH YORK","ON","4167468383","M3L1S1"
"DISCOUNT EXCHANGE INC.","3063","CANTELON CRESENT"," ","MISSISSAUGA","ON","6473026627","L5N3J7"
"KOUROSH ENTERPRISE INC.","210","YONGE STREET","6120A","TORONTO","ON","4162241706","M2M3W7"
"GOLDEN GLOBAL FINANCE INC.","4","ROBERT SPECK PARKWAY"," ","MISSISSAUGA","ON","18007696812","L4Z1S1"
"OTT PAY INC","510 5140","YONGE STREET"," ","NORTH YORK","ON","4165121878","M2N6L7"
"EVERYDAY FINANCIAL SERVICES LTD","2830-4500","KINGSWAY"," ","BURNABY","BC","6047808096","V5H2A9"
"THRIVECARD INC.","165","HANTON CRESCENT"," ","CALEDON","ON","6476284861","L7E2C8"
"AFGC HOLDINGS LTD.","265","RIMROCK ROAD","SUITE 201","TORONTO","ON","4168392736","M3J3C6"
"2533485 ONTARIO INC","2100-181","UNIVERSITY AVENUE"," ","TORONTO","ON","7786937179","M5H3M7"
"MOTION PAY TECHNOLOGY INC.","201","228 HUNT CLUB RD"," ","OTTAWA","ON","6134494510","K1V1C1"
"MAHYAREXCHANGE LTD","#377_220BREW","ST"," ","PORT MOODY","BC","7785513430","V3H0E5"
"A-LIFE FINANCIAL GROUP INC.","112","PARRY CRESCENT"," ","FORT MCMURRAY","AB","7807994343","T9K2T5"
"ESISU SERVICES INC.","1024","BRIDLEMEADOWS MANOR SW"," ","CALGARY","AB","4037143010","T2Y4K9"
"AVENCORP DIGI INC","10","FOUR SEASONS PLACE","SUITE 1000","ETOBICOKE","ON","4169027879","M9B6H7"
"ZENPAY INC.","300","NAAMANS ROAD","SUITE 300","CLAYMONT","CA","6509540458","19703"
"MONEY EMPORIUM INC.","123","QUEEN STREET WEST","SUITE C73","TORONTO","ON","4163643004","M4H2M9"
"PRIMEX FOREX SERVICES LTD.","124","WEST 15TH ST"," ","NORTH VANCOUVER","BC","6045612584","V7L2P7"
"BUREAU DE CHANGE Z STARFOREX INC.","1425","BOUL"," ","MONTRÉAL","QC","5148492505","H2X2S8"
"MAJD INTERNATIONAL TRADING LTD.","7181","YONGE STREET","UNIT 4","MARKHAM","ON","4169975452","L3T0C7"
" ","148","SHADY SHORE DRIVE WEST CANADA"," ","WINNIPEG","MB","2048693097","R2J3T8"
" ","15483","104 AVENUE"," ","SURREY","BC","6047252425","V3R1N9"
"LEASIDE SOLUTIONS & CONSULTANTS INC.","500","SHEPPARD AVE EAST","UNIT 307","TORONTO","ON","4168373039","M2N6H7"
"CENTURY TRADING & CONSULTING INC.","500","SHEPPAR AVE EAST CANADA"," ","NORTH YORK","ON","4164564987","M2N2H7"
"EXCHANGE SOURCE INC","4750","YONGE ST.","UNIT 120","TORONTO","ON","6476692773","M2N0J6"
" ","84","MACK CLEMENT LANE"," ","RICHMOND HILL","ON","6478320144","L4S0G2"
"BAKHTER SERVICES INC.","2967","DUNDAS ST. W CANADA","UNIT 620","TORONTO","ON","6479092928","M6P1Z2"
"KEN CANADA LTD","11441-132","STREET NW","APPT 104","EDMONTON","AB","7809080614","T5M1G2"
"ITT 360 INC","92","PRESSED BRICK DR."," ","BRAMPTON","ON","4168770033","L6V4K4"
" ","6162","SHERBROOKE WEST CANADA"," ","MONTREAL","QC","5145158826","H4B1L8"
"1945185 ONTARIO INC.","119-6055","STEELES AVE EAST CANADA"," ","TORONTO","ON","4166662757","M1X0A7"
"BEST VALUE CURRENCY EXCHANGE INC.","125","EAST 15TH ST"," ","NORTH VANCOUVER","BC","6077700205","V7L2P7"
" ","70","SUITOR CRT"," ","MILTON","ON","6474059210","L9T8S1"
"1969459 ONTARIO INC.","13071","YONGE STREET"," ","RICHMOND HILL","ON","9054472900","L4E0K2"
"PAYTM LABS INC.","220","ADELAIDE STREET WEST CANADA"," ","TORONTO","ON","12263382030","M5H1W7"
" ","1863","FAIRPORT ROAD"," ","PICKERING","ON","6478869725","L1V1T2"
" ","609-7191","YONGE STREET"," ","THORNHILL","ON","6478951371","L3T0C7"
"GREATER TOMORROW FINANCIAL SERVICES INC.","224","COVE"," ","CHESTERMERE","AB","4038913344","T1X1E9"
" ","300","EAGLEVIEW ROAD"," ","WINNIPEG","MB","2048981554","R3Y0M2"
"SERVICE UNION MONDIALE PLUS INC"," "," "," ","MONTREAL","QC","5148711119","H2Z1J5"
"THE CASH HOUSE LIMITED","211","WOODLAND ACRES CRESCENT"," ","VAUGHAN","ON","4169020565","L6A1G1"
"2558628 ONTARIO INC.","6415","TECUMSEH RD."," ","WINDSOR","ON","5199912836","N8T1E7"
"2547782 ONTARIO LTD.","53","FIFESHIRE RD"," ","TORONTO","ON","6477749632","M2L2G7"
"WALIZ CO INC.","196","LAKE VILLAGE RD"," ","WINNIPEG","MB","18559254926","R3T4M8"
" ","9","LOWER LINKS RD"," ","NORTH YORK","ON","6479393614","M2P1H5"
"GENUINE TRADING & INVESTING INC.","180","7181YONGE STREET"," ","TORONTO","ON","4168752660","L3T0C7"
"GLORICHS FINANCIAL INC.","UNIT 14-45B","WEST WILMOT ST."," ","RICHMOND HILL","ON","6479270066","L4B1K1"
"FLUTTERWAVE INC","111","E. MARKHAM"," ","LITTLE ROCK","AR","18579194613","72201"
"MONARCH FINANCIAL HOLDINGS LIMITED","308-515","WEST PENDER STREET"," ","VANCOUVER","BC","6042307748","V6B1V5"
"QUEBEX FINTECH INC","1","2901","PLACE","CANADA"," ","MONTREAL","QC","8886613358","H3B0E9"
"MOBILE EXCHANGE PAYMENT INC.","1423","CENTRE ST NW","#15","CALGARY","AB","5872280399","T2E2R8"
"9809856 CANADA INC","2579","HURONTARIO STREET"," ","MISSISSAUGA","ON","9052751900","L5A2G4"
"SHAKEPAY INC.","1150","RUE SAINT-DENIS","#206","MONTREAL","QC","15149001115","H2X0B3"
"AFRA MONEY EXCHANGE INC.","124","STE CATHERINE W CANADA"," ","WESTMOUNT","QC","5146991990","H3Z3J8"
"CORNERSTONE FINANCIAL SERVICES CORP.","12","PHILIPS LAKE CRT"," ","RICHMOND HILL","ON","6478210163","L4E0S8"
"VITESSE CANADA TECHNOLOGY SERVICES INC","1000","840 HOWE ST"," ","VANCOUVER","BC","2030515612","V6Z2M1"
"MINAA EXCHANGE INC.","913","ASLETON BLVD CANADA"," ","MILTON","ON","4166270558","L9T8R9"
"2156578 ONTARIO INC.","118","SEABREEZE AVE CANADA"," ","THORNHILL","ON","4163015288","L4J9H1"
"TRUSTWORTHY FINANCIAL CORPORATION","602-6081","NO.3 ROAD"," ","RICHMOND","BC","2363338960","V6Y2B2"
"E-DEBIT MONEY INC."," ","#12-3620-29TH STREET NE CANADA"," ","CALGARY","AB","4032762221","T1Y5Z8"
"FELICITY FUND, INC.","2708","NORTH 194 COURT 3B"," ","ELKHORN","NE","4026090791","68022"
"CARMAF INTERNATIONAL FX INC.","14-88","SOUTHPARK DRIVE"," ","WINNIPEG","MB","4319984116","R3T2M1"
"ANXIN REAL ESTATE LTD","2182","WEST 46TH AVENUE"," ","VANCOUVER","BC","7788366166","V6M2L1"
"IOT PAY TECHNOLOGIES INC.","150-10451","SHELLBRIDGE WAY"," ","RICHMOND","BC","2508849911","V6X2W8"
" ","8-452","KEENLEYSIDE STREET"," ","WINNIPEG","MB","2049526640","R2K4A1"
"CHENGQI PAYMENT LTD.","9131","KEELE ST.","SUITE A4","VAUGHAN","ON","18555120001","L4K0G7"
"GP FINANCIAL SERVICES CORP","307-47","COLBORNE ST."," ","TORONTO","ON","4163633833","M5E1P8"
"BTC FOREX INC","2802-9","BOGERT AVE CANADA"," ","TORONTO","ON","6478967372","M2N0H3"
"BANNOCKBURN GLOBAL FOREX, LLC","312","SUITE 3580","WALNUT STREET","CANADA"," ","CINCINNATI","OH","5133867400","45202"
" ","2B","MAHONEY AVENUE"," ","TORONTO","ON","6474305615","M6M2H4"
"ZIP REMIT CORPORATION","202 140","YONGE STREET"," ","TORONTO","ON","6475604726","M5C1X6"
" ","2125","53 STREET NW"," ","EDMONTON","AB","7802177959","T6L4T8"
"XOEAX EXPRESS FINANCIAL INC.","200-7030","WOODBINE AVE CANADA"," ","MARKHAM","ON","4168199038","L3R6G2"
"SENATOR EXCHANGE INC.","8142","YONGE ST."," ","THORNHILL","ON","4163007704","L4J1W5"
"2570115 ONTARIO CORP.","800","STEELES AVENUE WEST #A2"," ","VAUGHAN","ON","4165615666","L4J7L2"
"MAPLEPAY INC.","7171","YONGE STREET","UNIT 2609","THORNHILL","ON","6477927705","L3T0C8"
"DEBON CURRENCY EXCHANGE INC.","4780","NORTHWOOD DRIVE"," ","WEST VANCOUVER","BC","7787883899","V7S3C2"
"PAYONEER CANADA LIMITED","595","BURRARD STREET","SUITE 2600","VANCOUVER","BC","16465882781","V7X1L3"
"10034118 CANADA INC.","810-1","LISZT GATE"," ","NORTH YORK","ON","6478338905","M2H1G6"
"8354766 CANADA INC.","2160","RUE DE LA MONTAGNE","SUITE 500","MONTREAL","QC","15147266723","H3G2T3"
"MARCHER FINANCIER NET INC.","1425","BLVD"," ","MONTREAL","QC","5148455959","H2X2S8"
"FLASH PAY INC.","230-4320","VIKING WAY"," ","RICHMOND","BC","6049377888","V6V2L4"
"RAEMITSIN INC.","3-2706","DRAPER AVENUE"," ","OTTAWA","ON","6132654936","K2H6Z9"
" ","263","AUSTIN STREET N CANADA"," ","WINNIPEG","MB","5146909100","R2W3N1"
"EXPRESS REMIT INC.","49","THORNCLIFFE PARK DRIVE","SUITE NO. 901","TORONTO","ON","6472171199","M4H1J6"
"MCF PAYMENT SOLUTIONS INC.","20","GIBSON DRIVE.","UNIT 201","MARKHAM","ON","9059408887","L3R0M7"
"RIVERPAY INC.","403 5100","ORBITOR DR"," ","MISSISSAUGA","ON","18889993429","L4W5R8"
"FINTRUST FOREIGN EXCHANGE CORPORATION","5120","DIXIE ROAD","UNIT","MISSISSAUGA","ON","4166661444","L4W4K2"
"MTRANZ CANADA INC.","14-10","HARGRAVE LN"," ","TORONTO","ON","4167063510","M4N0A4"
" ","3256","E. 54TH AVE CANADA"," ","VANCOUVER","BC","7789997182","V5S0A1"
"MONEY GUARD FINANCIAL SERVICES CORPORATION","1506-838","HASTINGS ST W CANADA"," ","VANCOUVER","BC","6043752171","V6C 0A6"
"OCEANLINK INTERNATIONAL COMMERCE INC.","7318","4TH ST"," ","BURNABY","BC","7783888422","V3N3N7"
"KHAKI IMPORT INC","2508","EDGEMONT BLVD CANADA"," ","NORTH VANCOUVER","BC","7783407704","V7R2M8"
"BENMERCY INC.","1121-810","ALLEGHENY DRIVE"," ","WINNIPEG","MB","2045833400","R3T5L2"
"2442751 ONTARIO INC","3437","DERRY ROAD EAST CANADA","UNIT #2","MISSISSAUGA","ON","6476185808","L4T1A8"
"ZARTASH CURRENCY EXCHANGE LTD.","9450","120 STREET","UNIT 106","SURREY","BC","7787137212","V3W4B9"
"SHENGHENG FINANCIAL LTD","7010","WARDEN AVE CANADA","UNIT 8","MARKHAM","ON","6472836666","L3R5Y3"
"SAIGON EXPRESS","4909","17 AVE SE","UNIT 321","CALGARY","AB","4036199166","T2A0V5"
" ","6080","YONGE STREET"," ","TORONTO","ON","2265002024","M2M 3W6"
"MONEX CANADA, INC","100","KING STREET WEST","SUITE 2680","TORONTO","ON","2036506380","M5X1A9"
"KABAYAN CAPITAL (CANADA) INC","30","MURDOCK ROAD"," ","BICESTER"," ","447411480301","OX26 4PP"
" ","3950","LAWRENCE AVE EAST","SUITE 401","TORONTO","ON","6475754825","M1G1R8"
"EASTEREGG INC","18","YONGE STREET"," ","TORONTO","ON","6472220674","M5E1Z8"
"CITCON USA LLC","4500","GREAT AMERICA PKWY","SUITE 100","SANTA CLARA","CA","4156942765","95054"
"AR INTERNATIONAL INC.","125 A","DUNDAS STREET EAST CANADA"," ","MISSISSAUGA","ON","4168186341","L5A1W7"
" ","311","PRESSED BRICK DRIVE"," ","BRAMPTON","ON","6474073476","L6V4L2"
"AB&SF TRADING CORPORATION","26A","MADAWASKA AVE CANADA"," ","TORONTO","ON","4162543500","M2M2P9"
"PANGU HOLDINGS CORP","5701","GRANVILLE ST"," ","VANCOUVER","BC","6047676219","V6M4J7"
