REF NO, NAME, ADDRESS, CITY, PROVINCE, POSTALCODE
3803,"NAUTICAL SEAFOODS LTD.","4336 SHORE ROAD WEST","PARKERS COVE","NS","B0S1K0"
LLNB011,"M.G. FISHERIES LTD.","7 NORMAN ROAD","GRAND MANAN","NB","E5G2G5"
0962,"FLURER SMOKERY LTD","5722 MENZIES WAY","CAMPBELL RIVER","BC","V9H1N6"
4234,"MINIGOO FISHERIES INC.","195 EAGLE FEATHER TRAIL","LENNOX ISLAND","PE","C0B1P0"
4237,"BEACH POINT PROCESSING  COMPANY","75 WHARF LANE","BEACH POINT","PE","C0A1V0"
4236,"BEACH POINT PROCESSING COMPANY","26 MACKENZIE LANE","BEACH POINT","PE","C0A1V0"
0645,"JOHN O'S FOODS INC.","827 DROVERS ROAD","WHEATLEY","ON","N0P2P0"
0838,"CAPE BALD PACKERS LTD. LOBSTER DIVISION (BAS CAP PELE, NB)","52 RUE NILES","BAS-CAP-PELÉ","NB","E4N1E3"
4227,"SOUTH SHORE SEAFOODS LTD.","6 FOY ROAD","BLOOMFIELD","PE","C0B1E0"
0980,"KELTIC SEAFOODS LIMITED","6980 MARKET STREET","PORT HARDY","BC","-"
3768,"CLEARWATER SEAFOODS LIMITED PARTNERSHIP (M.V. ATLANTIC PRESERVER)","88 WATER STREET","SHELBURNE","NS","B0J1W0"
3753,"R.J. KING FISHERIES LIMITED","P.O. BOX 53","METEGHAN CENTRE","NS","B0W2K0"
3770,"ATLANTIC PROTECTOR","88 WATER STREET","SHELBURNE","NS","B0T1W0"
0759,"NORTH-WEST SEAFOOD LTD.","#102 - 8475 ONTARIO STREET","VANCOUVER","BC","V5X3E8"
4409,"YOUNG'S LOBSTER COMPANY  LTD.","1354 ROUTE 772","CHOCOLATE COVE","NB","-"
3575,"CAPE NORTH MUSSELS LIMITED","43 MACLEOD LN","CAPE NORTH","NS","B0C1G0"
0781,"AZUMA FOODS (CANADA) CO., LTD.","11451 TWIGG PLACE","RICHMOND","BC","V6V2Y2"
0022,"SAPUTI","154 WATER STREET","BAY ROBERTS","NL","A0A1GO"
0649,"TIFFANY GATE FOODS INC.","195 STEINWAY BLVD","TORONTO","ON","M9W6H6"
3775,"SHIP'S LOBSTER POUND (2005) LIMITED","6649 HIGHWAY 3","LOWER WOODS HARBOUR","NS","B0W2E0"
4105,"BONTE FOODS LTD","615 CHAMPLAIN STREET","DIEPPE","NB","E1A7Z7"
0650,"MEDEX. FISH IMPORTING & EXPORTING CO. LTD.","189 WESTCREEK DRIVE","VAUGHAN","ON","L4L9N6"
3034,"TRUE NORTH SALMON LIMITED PARTNERSHIP","1 FUNDY BAY DRIVE","ST. GEORGE","NB","E5C3E2"
3578,"LOBSTER WORLD INC.","10320 HWY 7, 7 OYSTER POND","JEDDORE OYSTER PONDS","NS","B0J1W0"
5621,"GROUPE UMEK, SOCIÉTÉ EN COMMANDITE","230 AVENUE ARNAUD","SEPT-ILES","QC","G4R3A7"
0908,"FACTORS LABORATORIES LTD.","8955 JIM BAILEY CRESCENT","KELOWNA","BC","V4V2L7"
3581,"KA'LE BAY SEAFOODS LTD.","P.O. BOX 298","GLACE BAY","NS","B1A5V4"
3580,"SHANDAPH OYSTERS","RR # 1 MERIGOMISH","PICTOU COUNTY","NS","B0K1G0"
0930,"WEST COAST FISHCULTURE (LOIS LAKE) LTD.","11060 C MORTON ROAD","POWELL RIVER","BC","V8A0L9"
1430,"GERRET ENTERPRISES INCORPORATED","58 BOUNDRY STREET","CLARK'S HARBOUR","NS","B0W1P0"
4010,"VICTOR AQUACULTURE INC.","120 RUE DE L'INDUSTRIE","SHIPPAGAN","NB","E8S0A2"
3780,"FISHERMAN'S MARKET INTERNATIONAL INCORPORATED","354 BLACKPOINT ROAD","SHELBURNE COUNTY","NS","-"
1803,"7987072 CANADA INC.","800 HUNT CLUB ROAD, UNIT 5","OTTAWA","ON","K1V1C3"
1123,"NU SEA PRODUCTS INC.","MAIN ROAD","CONCEPTION BAY SOUTH","NL","A0A3J0"
4108,"PETIT-CAP FISHERIES LTD","2056 ROUTE 950","PETIT-CAP","NB","E4N2J6"
0731,"ATLANTIS FOODS LTD.","8295 CROMPTON STREET","VANCOUVER","BC","V5X4H8"
0655,"LES PLATS DU CHEF ULC","575 OSTER LANE","VAUGHAN","ON","L4K2B9"
2134,"NU SEA PRODUCTS INC.","MAIN ROAD","ANCHOR POINT","NL","-"
4413,"FRESH ATLANTIC SEAFOOD LTD","804 ROUTE 172","BACK BAY","NB","E5C1X2"
5816,"I & S SEAFOODS","45 WHITELEY STREET","RIVIÈRE-SAINT-PAUL","QC","G0G2P0"
4110,"M & M CORMIER FISHERIES LTD.","11 ALLÉE ANDRÉ","CAP-PELE","NB","E4N2E1"
0083,"NORLANTIC PROCESSORS LIMITED","54 MAIN ST","PLEASANTVIEW","NL","-"
0155,"54417 NEWFOUNDLAND AND LABRADOR INC.","85 SOUTH SIDE DRIVE","HARBOUR BRETON","NL","-"
5008,"UPTIME FOOD PRODUCTS INC.","11800 AV J.J. JOUBERT","MONTRÉAL","QC","H1E7J4"
0912,"FAVORITE FOODS LTD.","6934 GREENWOOD STREET","BURNABY","BC","V5A1X8"
3586,"ATLANTIC CANADA EELS INC.","LOT #7 GEOTHERMAL INDUSTRIAL PARK","SPRINGHILL","NS","B0M1X0"
1785,"KITCHEN PARTNERS LIMITED","2545-96 STREET NW","EDMONTON","AB","T6N1E3"
5768,"MENU-MER LTÉE","153, BOUL. RENARD EST","RIVIÈRE-AU-RENARD","QC","G4X5K9"
3588,"APAQTAUKEWAQ FISHERIES CO-OP LTD.","127 FISHERY ROAD","CHAPEL ISLAND 5","NS","B0E3B0"
3756,"PATUREL INTERNATIONAL COMPANY","2474 HIGHWAY 330","CLARK'S HARBOUR","NS","BOW1PO"
0032,"NEWFOUNDLAND MARINER FISHING ENTERPRISES LTD.","SMALL BOAT BASIN","ST. JOHN'S","NL","-"
0157,"LABRADOR GEM SEAFOOD INCORPORATED","21 MAIN STREET","RAMEA","NL","AON2G0"
3591,"OCEAN VIEW FISHERIES LIMITED","26 LENNYS LANE","SAMBRO","NS","B3V1L5"
0087,"OCEAN CHOICE INTERNATIONAL L.P.  "AQVIQ"","PO BOX 8190","ST. JOHN'S","NL","A1B3N4"
4416,"NORTHERN HARVEST SEA FARMS INC.","2 SALAR COURT","ST. GEORGE","NB","E5C3N1"
3841,"I. DEVEAU FISHERIES LIMITED","88 COOK POINT ROAD","NORTH EAST POINT","NS","B0W1P0"
0713,"FINE CHOICE FOODS LTD.","23011 FRASERWOOD WAY","RICHMOND","BC","V6V3B3"
3613,"DONALD B. GILLIS & SON FISH WHOLESALER LIMITED","P.O. BOX 65","NORTH SYDNEY","NS","B2A3M1"
3807,"STRICTLY LOBSTER LIMITED","1201 HIGHWAY 304","YARMOUTH","NS","B5A5G7"
4124,"RB FRUITS DE MER INC.","252 CH PETIT CAREY","SIX ROADS","NB","E1X3A6"
0992,"ALBION FARMS AND FISHERIES LTD.","1900 NO. 6 ROAD","RICHMOND","BC","V6V1W3"
3619,"K&N FISHERIES LIMITED","70 FISH PLANT ROAD","WHITEHEAD","NS","B0H1T0"
3620,"DSM NUTRITIONAL PRODUCTS CANADA INC.","39 ENGLAND DRIVE","MULGRAVE","NS","B0E2G0"
0977,"FV NORTHERN ALLIANCE (SELECT SEAFOODS CANADA LTD.)","205 - 7560A VANTAGE WAY","DELTA","BC","V4G1H1"
5024,"MITO SUSHI","4600 RUE MOLSON","MONTRÉAL","QC","H1Y0A3"
4446,"CHAD BROWN SEAFOODS INC.","119 NARROWS ROAD","WELSHPOOL","NB","E5E1B2"
0676,"DAILY SEAFOOD INC.","135  BLAKE STREET","TORONTO","ON","M4J3E2"
1431691,"FISHER DIRECT LTD.","382 BEAR POINT","SHELBURNE COUNTY","NS","B0W3B0"
0076,"BELLE CARNELL","119 WATER ST.","HARBOUR GRACE","NL","A0A2M0"
6022,"NORTH LAKE FISHERIES (2013), INC. O/A MONTAGUE BAY FOODS","150 CENTRAL ST","BRUDENELL","PE","C0A1R0"
6030,"ROCKY COAST SEAFOODS LTD.","739 HIGHWAY 1","COMEAUVILLE","NS","B0W2Z0"
6013,"KWONG MAN SANG COMPANY, LIMITED","190-12831 CLARKE PLACE","RICHMOND","BC","V6V2H9"
6044,"WHYCOCOMAGH BAND COUNCIL","11446 HIGHWAY 105","ABERDEEN","NS","B0E3M0"
6075,"CELLWAY CANADA INC.","275 DON PARK ROAD","MARKHAM","ON","L3R1C2"
1922,"FV RAW SPIRIT","2750 HARBOUR ROAD","PORT ALBERNI","BC","V9Y7X2"
6079,"BLUE COAST SEAFOOD LTD.","#110 - 13911 MAYCREST WAY","RICHMOND","BC","V6V2J4"
6035,"MARINE HARVEST CANADA INC.","#200 - 5355 152ND STREET","SURREY","BC","V3S5A5"
6064,"MILLION OCEAN SEAFOOD LTD.","#230-240 2088 NO. 5 ROAD","RICHMOND","BC","V6X2T1"
3623,"LONGSHORE FISHERIES LTD.","2025 SONORA ROAD","SONORA","NS","B0J3C0"
4235,"CASCUMPEC BAY OYSTER COMPANY LTD.","995 BIDEFORD RD","ELLERSLIE","PE","C0B1J0"
3840,"ATLANTIC CHICAN SEAFOOD","55 ORION WHARF ROAD","CLARK'S HARBOUR","NS","B0W1P0"
4449,"ALDER SEAFOOD LTD","126 MEALEY RD","PENNFIELD","NB","E5H0B1"
1010,"NORTHERN LIGHTS SEAFOOD INC.","40-44 WATER ST","MAIN BROOK","NL","A0K3N0"
1819,"NORTH SHORE SPECIALTIES","1843 23 STREET EAST","OWEN SOUND","ON","N4K6H6"
4239,"HALIBUT PEI INC.","18 QUEEN STREET","CHARLOTTETOWN","PE","C1A4A1"
3811,"ISLAND BAIT LIMITED","1220 HIGHWAY 330","CENTREVILLE","NS","B0W2G0"
4114,"A ACADIEN ATLANTIC INC.","44  BOULEVARD INDUSTRIEL","CARAQUET","NB","E1W1A9"
1860,"LA NASSA FOODS INC.","3 DOCK ROAD","KINGSVILLE","ON","N9Y1K9"
0600,"RIDGELAND AQUA FARMS INCORPORATED","36111 RICHLAND ROAD, 54  NORTH","ANOLA","MB","R0E0K0"
1909,"NORTH AMERICAN SEAFOOD INC.","822 EAST CORDOVA STREET","VANCOUVER","BC","V6A1M4"
1786,"INOVATA FOODS CORP.","12803 - 149  ST NW","EDMONTON","AB","T5L2J7"
4134,"KNOCEAN FOODS LTD.","99 BRENAN AV.","SCOUDOUC","NB","E4P3N6"
3848,"C & K SEAFOODS","7 BOUDREAU BRANCH RD.","CHURCH POINT","NS","B0W1M0"
1875,"LA NASSA FOODS INC.","180 INDUSTRY ROAD","KINGSVILLE","ON","N9Y1K9"
5168,"POISSONNERIE BLANCHETTE INC.","280 RUE DU HAVRE","SAINTE-ANNE-DES-MONTS","QC","G4V3H5"
1777,"FRESHWATER FISH MARKETING CORPORATION SELKIRK","599 GREENWOOD AVENUE","SELKIRK","MB","R1A1J1"
4129,"PÊCHERIES LEBRETON & FILS LTÉE","690 RUE ACADIE","GRANDE-ANSE","NB","E8N1G4"
6009,"OYSTER KINGS","682 CHEMIN DE LA POINTE","RICHIBUCTO VILLAGE","NB","E4W1G2"
6017,"ACADIAN SUPREME INC.","8323 ROUTE 11","WELLINGTON","PE","C0B2E0"
6011,"FISHER DIRECT LTD.","5163 HWY3, SHAG HARBOUR","SHELBURNE COUNTY","NS","B0W3B0"
6026,"FACTORS GROUP OF NUTRITIONAL COMPANIES INC.","1550 UNITED BOULEVARD","COQUITLAM","BC","V3K6Y2"
LL23001,"RYER & RYER LOBSTERS LIMITED","15 RYERS ROAD","INDIAN HARBOUR","NS","B3Z3P9"
1895,"A&A MARINE & DRYDOCK","10417 FRONT LINE","BLENHEIM","ON","N0P1A0"
0670,"PROTENERGY NATURAL FOODS CORP.","125 EAST BEAVER CREEK ROAD","RICHMOND HILL","ON","L4B1E2"
6052,"FUMOIR MONSIEUR ÉMILE","574 ROUTE DE L'IRLANDE","PERCÉ","QC","G0C2L0"
1898,"1839527 ONTARIO INC.","447 SEACLIFF DRIVE EAST","LEAMINGTON","ON","N8H3V7"
0675,"PASTIFICIO D'APRILE LTD.","125 ANDERSON AVENUE","MARKHAM","ON","L6E1A4"
BC 0750 SP,"EVENING COVE OYSTERS PROCESSING LTD.","1360 STEWART AVENUE","NANAIMO","BC","V9S4E1"
BC 0995 DP,"EVENING COVE OYSTERS PROCESSING LTD.","1360 STEWART AVENUE","NANAIMO","BC","V9S4E1"
4120,"NORTH TASTE FLAVOURINGS INC./SAVEURS DU NORD INC.","71, ROUTE 320","ANSE BLEUE","NB","E8N2B7"
3820,"EVAN'S FRESH SEAFOODS LIMITED","286 DENNIS POINT ROAD","LOWER WEST PUBNICO","NS","B0W2C0"
1910,"NOR-VAN SEAFOOD LTD.","SUITE 110 & 120 - 2288 NO. 5 ROAD","RICHMOND","BC","V6X2T1"
0921,"PACIFIC STAR ENTERPRISES INC.","#6 - 2650 PROGRESSIVE WAY","ABBOTSFORD","BC","V2T6H9"
0987,"MPY TRADING LTD.","#122 - 124, 408 EAST KENT AVENUE SOUTH","VANCOUVER","BC","V5X2X7"
LL04001,"CLEARWATER SEAFOODS LIMITED PARTNERSHIP","757 BEDFORD HWY","BEDFORD","NS","B4A3Z7"
331,"GRAND RIVER FOODS LTD.","685 BOXWOOD DR.","CAMBRIDGE","ON","N3E1A4"
4242,"RED BEARD SHELLFISH COMPANY","27 LEA CRANE BLVD","SOURIS","PE","C0A2B0"
1420931,"COLDWATER CANADIAN LOBSTER INC.","20 FOREST ACRES COURT","FREDERICTON","NB","E3B4L2"
4240,"NORTH LAKE FISHERIES (2013), INC.","58 NORTH LAKE HARBOUR RD","ELMIRA","PE","C0A2B0"
4131,"ATLANTIC GOLDEN OCEAN PRODUCTS INC.","2056 ROUTE 950","PETIT-CAP","NB","E4N2J6"
6002,"NIQITAQ FISHERIES LTD","154 WATER ST.","BAY ROBERTS","NL","A0G1G0"
1480126,"AGE LOBSTER INC.","1337 CENTREVILLE SOUTHSIDE ROAD","CLARK'S HARBOUR","NS","B0W1P0"
1480143,"NAUTICAL SEAFOODS LTD.","4336 SHORE RD WEST","PARKERS COVE","NS","B0S1KO"
6028,"BIG LOBSTER SEAFOOD INCORPORATED","9 CALVIN STREET","GRAND MANAN","NB","E5G1M5"
1500620,"C.R. LOBSTERS INC.","259 INGALLS HEAD ROAD","GRAND MANAN","NB","E5G3G7"
6041,"GIDNEY FISHERIES LIMITED","136 DAKIN PARK ROAD","CENTREVILLE","NS","B0V1A0"
0981,"MASA'S SALMON SMOKEHOUSE LTD.","130 GARDEN AVENUE","NORTH VANCOUVER","BC","V7P3H2"
3816,"L. J. ROBICHEAU & SON FISHERIES LIMITED","219 SHORE ROAD","DIGBY COUNTY","NS","B0V1C0"
6034,"NEWFOUNDLAND VICTOR","154 WATER STREET","BAY ROBERTS","NL","A0A1G0"
3611,"LISMORE SEAFOODS INC.","161 FACTORY ROAD","LISMORE","NS","B0K1G0"
0953,"OCEANRISE SEAFOOD SUPPLY LTD.","#268 - 13986 CAMBIE ROAD","RICHMOND","BC","V6V2K3"
1601,"BENTO INC.","115 DE BAETS STREET","WINNIPEG","MB","R2J3R9"
0036,"CONCHE SEAFOODS LIMITED","2 HARBOUR VIEW DRIVE","CONCHE","NL","A0K1Y0"
1396742,"DREAM BOAT FISHERIES INC.","88 LAMBERT ROAD","LORDS COVE","NB","E5V1E2"
1968,"CENTENNIAL FOODSERVICE PARTNERSHIP","#138 - 12759 VULCAN WAY","RICHMOND","BC","V6V3C8"
LL32138,"BEACH POINT PROCESSING COMPANY","58 A BOUNDARY STREET","CLARK'S HARBOUR","NS","B0W1P0"
1428188,"RIVERSIDE LOBSTER INTERNATIONAL INC.","11 JOHN THIBODEAU ROAD","METEGHAN CENTRE","NS","B0W2K0"
0929,"BINCHO PROCESSORS LTD.","2130 - 12811 ROWAN PLACE","RICHMOND","BC","V6V2S6"
0118,"OCEAN CHOICE INTERNATIONAL L.P. " OCEAN BREAKER"","119 WATER STREET","HARBOUR GRACE","NL","A0A2M0"
1428190,"RIVERSIDE LOBSTER INTERNATIONAL INC.","9089 HIGHWAY 1","METEGHAN RIVER","NS","B0W2L0"
LL3228,"FISHERMAN'S MARKET INTERNATIONAL INCORPORATED","607 BEDFORD HIGHWAY","HALIFAX","NS","B3M2L6"
1427118,"LOBSTER HUB INC.","45 JOHN THIBODEAU ROAD","METEGHAN CENTRE","NS","B0W2K0"
0180,"HERMITAGE PROCESSING INC.","1-3 PLANT ROAD","HERMITAGE","NL","A0H1S0"
5012,"LES PECHERIES NORREF QUEBEC INC","4900 RUE MOLSON","MONTRÉAL","QC","H1T3J8"
1942,"DUSO'S ENTERPRISES LTD.","#200 - 1625 KEBET WAY","PORT COQUITLAM","BC","V3C5W9"
3622,"PRISTINE BAY PREMIUM OYSTERS","32 MACKENZIE ROAD","MCLELLAN BROOK","NS","B2H5C7"
0678,"2403362 ONTARIO INC.","2359 ROYAL WINDSOR DRIVE, UNIT 9","MISSISSAUGA","ON","L5J4S9"
1954,"SAWMILL BAY SHELLFISH COMPANY LTD.","1798 HYACINTHE BAY ROAD","HERIOT BAY","BC","V0P1H0"
6003,"BAFFIN BAY SEAFOOD (CANADA) INC.","400, 500 & 600 - 787 CLIVEDEN PLACE","DELTA","BC","V3M6C7"
6001,"UNION BAY SEAFOOD LTD.","170-2288 NO 5 ROAD","RICHMOND","BC","V6X2T1"
6008,"HODDER'S SHELLFISH","233 MAIN ST","STONEVILLE","NL","A0G4C0"
6014,"LE JAKI","4 CHEMIN DE LA MONTAGNE","LES ESCOUMINS","QC","G0T1K0"
6024,"BILL & STANLEY OYSTER COMPANY LTD.","31 DEMING POINT ROAD","WHITEHEAD","NS","B0H1T0"
6050,"LES FUMOIRS SMOKE CHEFS INC.","816-818 , BOUL. INDUSTRIEL","BOIS-DES-FILION","QC","J6Z0A3"
6049,"SURF SEAFOODS (2016) LTD.","16 COMMERCIAL STREET","PORT LA TOUR","NS","B0W2T0"
6057,"SOFINA FOODS INC./ALIMENTS SOFINA INC.","1226 TRAFALGAR STREET","LONDON","ON","N5Z1H5"
6061,"L.J. ROBICHEAU & SON FISHERIES LIMITED","14 FREEMAN ST","MIDDLETON","NS","B0S1P0"
6066,"CAPTAIN DAN'S INC","28 MILLS STREET","BOUCTOUCHE","NB","E4S3S3"
6060,"SARDO FOODS","99 PILLSWORTH RD","BOLTON","ON","L7E4E4"
6067,"GREAT LITTLE HARBOUR SEAFOOD CO. LTD.","1101 ROUTE 475","BOUCTOUCHE","NB","E4S4P3"
6058,"CAPTAIN LITTLE SEAFOOD LTD.","MODULE 2 - COMP 9","QUEENS","NS","B0T1T0"
1457357,"ENTREPOT FROID XTREME COLD STORAGE LTD.","999 AVIATION AVENUE","DIEPPE","NB","E1A9S5"
1532652,"LOGAN'S LEGACY FISHERIES LIMITED","3243 PORT LATOUR ROAD","PORT LATOUR","NS","-"
6063,"FLORENTINA FOODS LTD.","760 SUPERTEST ROAD","NORTH YORK","ON","M3J2M5"
1534767,"DO LOBSTER","1319 MAIN ROAD","EASTERN PASSAGE","NS","B3G1M4"
0936,"C.B. ISLAND FISHERIES LTD.","205 DONAGHY AVENUE","NORTH VANCOUVER","BC","V7P2L6"
1893,"TAYLOR FISH COMPANY","419 ERIE STREET SOUTH","WHEATLEY","ON","N0P2P0"
1980,"WESTPINE FISHERIES LTD.","8383 CROMPTON STREET","VANCOUVER","BC","V5X4J1"
0544,"LES PÊCHERIES GASPÉSIENNES INC.","5, RUE DE LA VICTORIA","GASPÉ","QC","G4X5G3"
1745,"BIORIGINAL FOOD & SCIENCE CORP.","102 MELVILLE STREET","SASKATOON","SK","S7J0R1"
5730,"LES PRODUCTEURS DE HOMARDS DE GRANDE-RIVIÈRE1998","13, ROUTE 132","SHIGAWAKE","QC","G0C3E0"
LL32134,"SOUTH SHORE LOBSTER (1992) LIMITED","52 CRIPPLE CREEK ROAD","CLAM POINT","NS","B0W1N0"
1978,"HOI-BO FISHERIES INC.","3106 - 12811 ROWAN PLACE","RICHMOND","BC","V6V2S6"
4241,"ANNAND CLAMS INC.","775 CONWAY RD","ELLERSLIE","PE","COB1J0"
6055,"QUODDY SAVOUR SEAFOOD LTD.","162 MEALEY ROAD","PENNFIELD","NB","E5H0B1"
5023,"FRUITS DE MER LAGOON INC","1301, 32EME AVENUE","LACHINE","QC","H8T3H2"
3838,"RIVERSIDE LOBSTER INTERNATIONAL INC.","11 JOHN THIBODEAU ROAD","METEGHAN","NS","B0W2K0"
2399,"SOUTH SHORE SEAFOODS LTD","75 GRIFFIN DR","BLOOMFIELD","PE","C0B1E0"
3853,"CRAIGS LOBSTER LIMITED","55 HARBOUR ROAD","BEAR POINT","NS","B0W3B0"
6012,"PECHERIES DE L'ESTUAIRE INC.","201 RUE DES FABRICANTS","RIMOUSKI","QC","G5M0M7"
0049,"INUKSUK I","154 WATER ST.","BAY ROBERTS","NL","A0G1G0"
6020,"710769 ALBERTA LTD","12525-89 STREET NW","EDMONTON","AB","T5B3X2"
6033,"ATLANTIC SEA CUCUMBER LTD.","212 PAUL'S POINT ROAD","HACKETTS COVE","NS","B3Z3K7"
6037,"ALBION FARMS AND FISHERIES","13506 - 159 STREET","EDMONTON","AB","T5V0B6"
6073,"WOLLASTON LAKE FISHERY","PARCEL F MUNICIPAL RESERVE R1 PLAN 60-TAP-08245","WOLLASTON LAKE","SK","S0J3C0"
6071,"CAPTAIN DAN'S INC","5 MILLS STREET","BOUCTOUCHE","NB","E4S3S3"
6080,"RIGHT SOURCE GROUP LTD","192 JOSEPH ZATZMAN DR UNIT 6","DARTMOUTH","NS","B3B1N4"
1534077,"BAKERS POINT FISHERIES LIMITED","75 BAKERS POINT ROAD","JEDDORE OYSTER PONDS","NS","B0J1W0"
6042,"TENSHI SEAFOOD LTD.","3102-12811 ROWAN PLACE","RICHMOND","BC","V6V2S6"
1535301,"ECAF EAST COAST ATLANTIC FISHERIES LTD.","1063 HIGHWAY 335","MIDDLE WEST PUBNICO","NS","B0W2M0"
6095,"LOBSTER HUB INC.","45 JOHN THIBODEAU RD.","METEGHAN CENTRE","NS","B0W2K0"
1536968,"AC LIVE LOBSTER INC.","798 HWY 330","NORTH EAST POINT","NS","B0W2P0"
0668,"INTERNATIONAL NUTRIENT TECHNOLOGIES LIMITED","9475 TWIN OAKS DRIVE","WINDSOR","ON","N8N5B8"
0066,"NIQITAQ FISHERIES LTD. "ARLUK II"","PIER 6","ST. JOHN'S","NL","-"
0937,"SEARAY FOODS INC.","6511 GRAYBAR ROAD","RICHMOND","BC","V6W1H3"
0917,"SAKURA SEAFOOD CO. LTD. #2","130-11528 TWIGG PLACE","RICHMOND","BC","V6V2Y5"
3822,"TOP CLAW LOBSTER AND SEAFOOD LIMITED","81 ORION WHARF ROAD","NEWELLTON","NS","BOW1P0"
4152,"PISCICULTURE ACADIENNE LTÉE/ACADIAN FISH FARM LTD.","2295 RUE ACADIE","BAS-CARAQUET","NB","E1W5T9"
LL32137,"INDEPENDENT FISHERIES LIMITED","1271 LITTLE HARBOUR ROAD","SHELBURNE","NS","B0T1V0"
LL32133,"SWIMM'S LOBSTER INN LIMITED","73 SOUTH STREET","CLARK'S HARBOUR","NS","B0W1P0"
LL16400,"B.M.C. SEAFOODS LIMITED","50 METEGHAN SHORE ROAD","METEGHAN","NS","B0W2J0"
LL16004,"DOUCET FISHERIES LIMITED","P.O. BOX 46","WEYMOUTH","NS","B0W3T0"
LL16009,"GIDNEY FISHERIES LIMITED","8145 HIGHWAY #1","METEGHAN","NS","B0W2J0"
LL0346,"BAKERS POINT FISHERIES LIMITED","33 BAKERS POINT ROAD","EAST JEDDORE","NS","B0J1W0"
LL04011,"DO LOBSTER","1323  MAIN ROAD","EASTERN PASSAGE","NS","B3G1M4"
LL04009,"TANGIER LOBSTER COMPANY LIMITED","172 LAWLOR'S POINT ROAD","PLEASANT HARBOUR","NS","B0J3H0"
LL27102,"NOVACAN LIVE SEAFOOD LTD.","816 VETERANS MEMORIAL DRIVE","ARICHAT","NS","B0E1A0"
LL32005,"CHASE'S SHELLFISH LIMITED","50 BRICKYARD ROAD","PUGWASH","NS","BOK1L0"
LL3011,"CLEARWATER SEAFOODS LIMITED PARTNERSHIP","441 CAPE AUGET ROAD","ARICHAT","NS","B0E1A0"
LL27103,"LOVE ME FISH & LOBSTER INCORPORATED","311 BAYFIELD BEACH ROAD","AFTON STATION","NS","B0H1A0"
3618,"CANESP GLOBAL DISTRIBUTIONS S.L. INC.","209 AEROTECH DRIVE","ENFIELD","NS","B2T1K3"
4130,"COLLINS LOBSTER FISHERMAN'S MARKET LTD.","8607 MAIN STREET","ALMA","NB","E4H1N6"
3617,"PREMIUM CHOICE SHRIMP LIMITED","517 VETERANS MEMORIAL DRIVE","ARICHAT","NS","-"
1432778,"SANDY POINT LOBSTER LTD.","2208 SANDY POINT ROAD","SHELBURNE","NS","B0T1W0"
1724,"PREMIUM BRANDS OPERATING GP  INC.","12251 WILLIAM SHORT ROAD","EDMONTON","AB","T5B2B7"
3846,"FISHERMEN'S PREMIUM ATLANTIC LOBSTER INC.","72 GOODWIN LANE","NORTH EAST POINT","NS","B0W2P0"
1447804,"D'ENTREMONT BROTHER'S BROKERAGE INC.","101 DENNIS POINT ROAD","LOWER WEST PUBNICO","NS","B0W2C0"
6000,"ASHMEG SEAFOODS LTD.","1720 KETCH HARBOUR ROAD","HALIFAX","NS","-"
6078,"SYSCO CANADA, INC. OA EN GROS PIERRE","6412 TRANSCANADIENNE","SAINT-LAURENT","QC","H4T1X4"
76034,"BIORIGINAL FOOD & SCIENCE CORP.","102 MELVILLE STREET","SASKATOON","SK","S7JOR1"
6092,"NATUR+L XTD INC.","2905 RUE JOSE-MARIA-ROSELL","SAINT-HYACINTHE","QC","J2S0J9"
6098,"CAPE D'OR SUSTAINABLE SEAFOODS INC.","365 DRIFTWOOD LANE","ADVOCATE HARBOUR","NS","B0M1A0"
6081,"Y R U COOKING LTD","11 INDUSTRIAL ST","BOUCTOUCHE","NB","E4S3H9"
6065,"ILE-A-LA-CROSSE FISH COMPANY INC.","BLOCK 19 LOTS 20, 21, 22 & 23","ÎLE-À-LA-CROSSE","SK","S0M1C0"
1544354,"CRUSTACÉS G. ROUSSY INC.","459, ROUTE 132 OUEST","PORT-DANIEL","QC","G0C2N0"
3604,"CANSO SEAFOODS LIMITED","88 WATER STREET","CANSO","NS","B0H1H0"
6005,"SYNERGY SEAFOODS LTD","803 HIGHWAY 1","COMEAUVILLE","NS","B0W2Z0"
3603,"LOBSTERS 'R' US","197 LITTLE HARBOUR ROAD","LOWER L'ARDOISE","NS","B0E1W0"
6018,"ARCTIC FISHERY ALLIANCE L.P.","ST. JOHN'S HARBOUR","ST. JOHN'S","NL","-"
3827,"STARLIGHT FISHERIES LTD.","151 HILLSBURN ROAD","GRANVILLE FERRY","NS","B0S1K0"
LLNB014,"PIER 99 PRODUCTS LTD.","2529 CHEMIN ACADIE","CAP-PELE","NB","E4N1B7"
5026,"ALIMENTS PASTA-MER INC.","2097 CHARTIER AVE","DORVAL","QC","H9P1H3"
1986,"GLOBAL GOURMET FOODS INC.","11671 BRIDGEPORT ROAD","RICHMOND","BC","V6X1T5"
0615,"GREAT LAKES FOOD COMPANY LTD.","135 BOTHWELL STREET","CHATHAM","ON","N7M5K5"
3829,"GEORGE'S BANK SEAFOODS LIMITED","232 SHEROSE ISLAND","BARRINGTON PASSAGE","NS","B0W1G0"
0940,"UCLUELET HARBOUR SEAFOODS LTD.","2074 PENINSULA ROAD","UCLUELET","BC","V0R3A0"
4244,"W & R FISHERIES LTD","6 WATER ST","GEORGETOWN","PE","C0A1L0"
