"HS6-SH6","DESCRIPTION_ENG","DESCRIPTION_FRA"
"540831","Woven Fabrics - Artificial Filament Or Strip (<85%) - Unbleached Bleached","Tissus de filaments artificiels (moins de 85%) - lames/formes similaires - écrus/blanchis"
"540832","Woven Fabrics - Artificial Filament Or Strip (<85%) - Dyed 1 Color","Tissus de filaments artificiels (moins de 85%) - lames/formes similaires - teints"
"540833","Woven Fabrics - Artificial Filament Or Strip (<85%) - Dyed Many Colors","Tissus de filaments artificiels (moins de 85%) - lames/formes similaires - fils colorés"
"540834","Woven Fabrics - Artificial Filament Or Strip (<85%) - Printed","Tissus de filaments artificiels (moins de 85%) - lames/formes similaires - imprimés"
"550110","Synthetic Filament Tow - Nylon/Polyamide","Câbles de filaments de nylon/polyamides"
"550120","Synthetic Filament Tow - Polyester","Câbles de filaments de polyesters"
"550130","Synthetic Filament Tow - Acrylic/Modacrylic","Câbles de filaments d'acryliques/modacryliques"
"550140","Synthetic Filament Tow Of Polypropylene","Câbles de filaments synthétiques de  polypropylène"
"550190","Synthetic Filament Tow, Nes","Câbles de filaments synthétiques, nda"
"550200","Artificial Filament Tow","Câbles de filaments artificiels"
"550311","Staple Fibres Of Aramids, Not Carded Or  Combed","Fibres d'aramides discontinues, non  cardées ni peignées"
"550319","Staple Fibres Of Nylon Or Other Polyamides, Not Carded Or Combed, Nes","Fibres de nylon ou d'autres polyamides  discontinues,non cardées ni peignées,nda"
"550320","Synthetic Staple Fibres - Not Carded Or Combed - Polyester","Fibres - polyesters discontinues - non cardées ni peignées"
"550330","Synthetic Staple Fibres - Not Carded Or Combed - Acrylic/Modacrylic","Fibres - acryliques/modacryliques discontinues - non cardées ni peigné"
"550340","Synthetic Staple Fibres - Not Carded Or Combed - Polypropylene","Fibres - polypropylène discontinues - non cardées ni peignées"
"550390","Synthetic Staple Fibres - Not Carded Or Combed - Other Nes","Fibres - synthétiques discontinues nda - non cardées ni peignées"
"550410","Artificial Staple Fibres - Not Carded Or Combed - Viscose Rayon","Fibres - rayonne viscose discontinues - non cardées ni peignées"
"550490","Artificial Staple Fibres - Not Carded Or Combed - Other Nes","Fibres - artificielles discontinues nda - non cardées ni peignées"
"550510","Waste Of Synthetic Fibres (Including Noils And Garnetted Stock)","Déchets de fibres synthétiques (blousses, déchets de fils et effilochés)"
"550520","Waste Of Artificial Fibres (Including Noils And Garnetted Stock)","Déchets de fibres artificielles (blousses, déchets de fils et effilochés)"
"550610","Synthetic Staple Fibres - Carded Or Combed - Nylon/Polyamide","Fibres - nylon/polyamides discontinues - cardées/peignées"
"550620","Synthetic Staple Fibres - Carded Or Combed - Polyester","Fibres - polyesters discontinues - cardées/peignées"
"550630","Synthetic Staple Fibres - Carded Or Combed - Acrylic/Modacrylic","Fibres - acryliques/modacryliques discontinues - cardées/peignées"
"550690","Synthetic Staple Fibres - Carded Or Combed - Other Nes","Fibres - synthétiques discontinues nda - cardées/peignées"
"550700","Artificial Staple Fibres - Carded Or Combed","Fibres artificielles discontinues, cardées ou peignées"
"550810","Sewing Thread Of Synthetic Staple Fibres","Fils à coudre - fibres synthétiques discontinues"
"550820","Sewing Thread Of Artificial Staple Fibres","Fils à coudre - fibres discontinues artificielles"
"550911","Synthetic Spun Yarn - Nylon/Polyamide (>85%) - Single","Fils - fibres discontinues de nylon/polyamides (85% ou plus) - simples"
"550912","Synthetic Spun Yarn - Nylon/Polyamide (>85%) - Multiple/Cabled","Fils - fibres discontinues de nylon/polyamides (85% ou plus) - retors/câblés"
"550921","Synthetic Spun Yarn - Polyester (>85%) - Single","Fils - fibres discontinues de polyester (85% ou plus) - simples"
"550922","Synthetic Spun Yarn - Polyester (>85%) - Multiple/Cabled","Fils - fibres discontinues de polyester (85% ou plus) - retors/câblés"
"550931","Synthetic Spun Yarn - Acrylic/Modacrylic (>85%) - Single","Fils - fibres discontinues de acryliques/modacryliques (85% ou plus) - simples"
"550932","Synthetic Spun Yarn - Acrylic/Modacrylic (>85%)  - Multiple/Cabled","Fils - fibres discontinues de acryliques/modacryliques (85% ou plus) - retors/câblés"
"550941","Synthetic Spun Yarn - Other Staple Fibres (>85%) Nes - Single","Fils - fibres synthétiques discontinues nda (85% ou plus) - simples"
"550942","Synthetic Spun Yarn - Other Staple Fibres (>85%) Nes - Multiple/Cabled","Fils - fibres synthétiques discontinues nda (85% ou plus) - retors/câblés"
"550951","Synthetic Spun Yarn - Polyester/Artificial Staple Fibre Mix","Fils - mélange de fibres discontinues de polyester et fibres artificielles - vente en gros"
"550952","Synthetic Spun Yarn - Polyester/Wool Mix","Fils - mélange de fibres discontinues de polyester et laine/poils fins - vente en gros"
"550953","Synthetic Spun Yarn - Polyester/Cotton Mix","Fils - mélange de fibres discontinues de polyester et coton - vente en gros"
"550959","Synthetic Spun Yarn - Polyester/Other Textile Nes Mix","Fils - mélange de fibres discontinues de polyester et autres nda - vente en gros"
"550961","Synthetic Spun Yarn - Acrylic  Or Modacrylic/Wool Mix","Fils - mélange de fibres discontinues acryliques/modacryliques et laine/poils fins - vente en gros"
"550962","Synthetic Spun Yarn - Acrylic  Or Modacrylic/Cotton Mix","Fils - mélange de fibres discontinues acryliques/modacryliques et coton - vente en gros"
"550969","Synthetic Spun Yarn - Acrylic  Or Modacrylic/Textile Nes Mix","Fils - mélange de fibres discontinues acryliques/modacryliques et autres nda - vente en gros"
"550991","Synthetic Spun Yarn - Staple Fibre Nes/ Wool Mix","Fils - mélange de fibres synthétiques discontinues nda et laine/poils fins - vente en gros"
"550992","Synthetic Spun Yarn - Staple Fibre Nes/Cotton Mix","Fils - mélange de fibres synthétiques discontinues nda et coton - vente en gros"
"550999","Synthetic Spun Yarn - Staple Fibre/Textile Fibre Nes Mix","Fils - mélange de fibres synthétiques discontinues et autres nda - vente en gros"
"551011","Artificial Spun Yarn - Staple Fibres (>85%), Single, Non-Retail","Fils - fibres artificielles discontinues (85% ou plus) - simples - vente en gros"
"551012","Artificial Spun Yarn - Staple Fibres (>85%), Multiple, Non-Retail","Fils - fibres artificielles discontinues (85% ou plus) - retors/câblés - vente en gros"
"551020","Artificial Spun Yarn - Staple Fibres (>85%)/Wool Mix,  Non-Retail","Fils - mélange de fibres artificielles discontinues et laine/poils fins - vente en gros"
"551030","Artificial Spun Yarn - Staple Fibres (>85%)/Cotton Mix,  Non-Retail","Fils - mélange de fibres artificielles discontinues et coton - vente en gros"
"551090","Artificial Spun Yarn - Staple Fibres (>85%) Nes, Non-Retail","Fils - mélange de fibres artificielles discontinues et autres nda - vente en gros"
"551110","Synthetic Spun Yarn - Staple Fibres (>85%) - For Retail","Fils - fibres synthétiques discontinues (85% ou plus) - vente au détail"
"551120","Synthetic Spun Yarn - Staple Fibres (<85%) - For Retail","Fils - fibres synthétiques discontinues (moins de 85%) - vente au détail"
"551130","Artificial Spun Yarn - Staple Fibres - For Retail","Fils - fibres artificielles discontinues (a/q fils à coudre) - vente au détail"
"551211","Woven Fabrics - Polyester (>85%) Staple Fibres - Unbleached Bleached","Tissus - fibres discontinues de polyester (85% ou plus) - écrus/blanchis"
"551219","Woven Fabrics - Polyester (>85%) Staple Fibres - Dyed Or Printed","Tissus - fibres discontinues de polyester (85% ou plus) -  a/q écrus/blanchis"
"551221","Woven Fabrics - Acrylic (>85%) Staple Fibres - Unbleached Bleached","Tissus - fibres discontinues d'acrylique/modacrylique (85% ou plus) - écrus/blanchis"
"551229","Woven Fabrics - Acrylic (>85%) Staple Fibres - Dyed Or Printed","Tissus - fibres discontinues d'acrylique/modacrylique (85% ou plus) - a/q écrus/blanchis"
"551291","Woven Fabrics - Synthetic Staple Fibres Nes - Unbleached Bleached","Tissus - fibres synthétiques discontinues (85% ou plus) nda - écrus/blanchis"
"551299","Woven Fabrics - Synthetic Staple Fibres Nes - Dyed Or Printed","Tissus - fibres synthétiques discontinues (85% ou plus) nda - a/q écrus/blanchis"
"551311","Woven Fabrics - Polycotton, Plain Weave, Unbleached Bleached, <170G/M2","Tissus - fibres discontinues de polycoton à armure toile - écrus/blanchis, <170g/m2"
"551312","Woven Fabrics - Polycotton, Twill Weave, Unbleached Bleached, <170G/M2","Tissus - fibres discontinues de polycoton à armure sergé/croisé - écrus/blanchis, <170g/m2"
"551313","Woven Fabrics - Polycotton, Other Nes, Unbleached Bleached,  <170G/M2","Tissus - fibres discontinues de polycoton nda - écrus/blanchis, <170g/m2"
"551319","Woven Fabrics - Synthetic/Cotton Mix, Unbleached Bleached, <170G/M2","Tissus - mélange de fibres discontinues synthétiques nda et coton - écrus/blanchis, <170g/m2"
"551321","Woven Fabrics - Polycotton, Plain Weave, Dyed 1 Color, <170G/M2","Tissus - fibres discontinues de polycoton à armure toile - teints, <170g/m2"
"551323","Woven Fabrics Of Polyester Staple Fib,  <85% Mixed With Cot,<=170 G/M²,Dyed,Nes","Tissus de fib disc de polyester,85%  mélangés avec coton,<=170g/m²,teints,nda"
"551329","Woven Fabrics - Synthetic/Cotton Mix, Dyed 1 Color, <170G/M2","Tissus - mélange de fibres discontinues synthétiques nda et coton - teints, <170g/m2"
"551331","Woven Fabrics - Polycotton, Plain Weave, Dyed Many Colors, <170G/M2","Tissus - fibres discontinues de polycoton à armure toile - fils colorés, <170g/m²"
"551339","Woven Fabrics Of Syn Staple Fib, <85%  Mixed With Cot,<=170 G/M²,Y Diff Col,Nes","Tissus de fib syn discontinues,<85% mélangés avec coton,<=170g/m²,div cou,nda"
"551341","Woven Fabrics - Polycotton, Plain Weave, Printed, <170G/M2","Tissus - fibres discontinues de polycoton à armure toile - imprimés, <170g/m2"
"551349","Woven Fabrics Of Syn Staple Fib,<85%  Mixed W Cotton,<=170 G/M²,Printed,Nes","Tissus de fib synthétiques discontinues,  <85%,mélangés coton,<=170g/m², impr, nda"
"551411","Woven Fabrics - Polycotton, Plain Weave, Unbleached Bleached,  >170G/M2","Tissus - fibres discontinues de polycoton à armure toile - écrus/blanchis, >170g/m2"
"551412","Woven Fabrics - Polycotton, Twill Weave, Unbleached Bleached,  >170G/M2","Tissus - fibres discontinues de polycoton à armure sergé/croisé - écrus/blanchis, >170g/m2"
"551419","Woven Fabrics Of Syn Staple Fib, <85%  Mixed With Cotton, >170 G/M²,Unbl/Bl,Nes","Tis fib synthétiques discontinues,<85%  mélangés coton, >170g/m²,écrus/bl,nda"
"551421","Woven Fabrics - Polycotton, Plain Weave, Dyed 1 Color,  >170G/M2","Tissus - fibres discontinues de polycoton à armure toile - teints, >170g/m²"
"551422","Woven Fabrics - Polycotton, Twill Weave, Dyed 1 Color,  >170G/M2","Tissus - fibres discontinues de polycoton à armure sergé/croisé - teints, >170g/m²"
"551423","Woven Fabrics - Polycotton, Other Nes, Dyed 1 Color,  >10G/M2","Tissus - fibres discontinues de polycoton nda -teints, >170g/m²"
"551429","Woven Fabrics - Synthetic/Cotton Mix, Dyed 1 Color,  >170G/M2","Tissus - mélange de fibres discontinues synthétiques nda et coton - teints, >170g/m2"
"551430","Woven Fabrics Of Syn Staple Fib, <85%  Mixed W Cot,>170 G/M²,Yarn Diff Colours","Tissus de fib syn discontinues, <85%,  mélangés a coton,>170g/m²,div couleurs"
"551441","Woven Fabrics - Polycotton, Plain Weave, Printed,  >170G/M2","Tissus - fibres discontinues de polycoton à armure toile - imprimés, >170g/m2"
"551442","Woven Fabrics - Polycotton, Twill Weave, Printed,  >170G/M2","Tissus - fibres discontinues de polycoton à armure sergé/croisé - imprimés, >170g/m2"
"551443","Woven Fabrics - Polycotton, Other Nes, Printed,  >170G/M2","Tissus - fibres discontinues de polycoton nda - imprimés, >170g/m2"
"551449","Woven Fabrics - Synthetic/Cotton Mix, Printed,  >170G/M2","Tissus - mélange de fibres discontinues synthétiques nda et coton - imprimés, >170g/m2"
"551511","Woven Fabrics - Polyester/Viscose Rayon Staple Fibre Mix","Tissus nda - mélange de fibres discontinues de polyesters et rayonne viscose"
"551512","Woven Fabrics - Polyester Staple Fibre/Man-Made Filament Mix","Tissus nda - mélange de fibres discontinues de polyesters et filaments synthétiques/artificiels"
"551513","Woven Fabrics - Polyester Staple Fibre/Wool Mix","Tissus nda - mélange de fibres discontinues de polyesters et laine/poils fins"
"551519","Woven Fabrics - Polyester Staple Fibre/Textile Nes Mix","Tissus nda - fibres discontinues de polyesters"
"551521","Woven Fabrics - Acrylic/Modacrylic Staple Fibre/Man-Made Filament Mix","Tissus nda - mélange de fibres discontinues acryliques/modacryliques et filaments synthétiques/artif"
"551522","Woven Fabrics - Acrylic/Modacrylic Staple Fibre/Wool Mix","Tissus nda - mélange de fibres discontinues acryliques/modacryliques et laine/poils fins"
"551529","Woven Fabrics - Acrylic/Modacrylic Staple Fibre/Textile Nes Mix","Tissus nda - fibres discontinues acryliques/modacryliques nda"
"551591","Woven Fabrics - Staple Fibre Nes/Man-Made Filament Mix","Tissus d'autres fibres discontinues synthétiques, mél avec filaments synthétiques ou artificiels"
"551599","Woven Fabrics Of Synthetic Staple  Fibres, Nes","Tissus de fibres synthétiques discontinues, nda"
"551611","Woven Fabrics - Artificial Staple Fibres (>85%) - Unbleached Or Bleached","Tissus - fibres artificielles discontinues (85% ou plus) - écrus/blanchis"
"551612","Woven Fabrics - Artificial Staple Fibres (>85%) - Dyed One Color","Tissus - fibres artificielles discontinues (85% ou plus) - teints"
"551613","Woven Fabrics - Artificial Staple Fibres (>85%) - Dyed Many Colors","Tissus - fibres artificielles discontinues (85% ou plus) - fils colorés"
"551614","Woven Fabrics - Artificial Staple Fibres (>85%) - Printed","Tissus - fibres artificielles discontinues (85% ou plus) - imprimés"
"551621","Woven Fabrics - Artificial Staple/Man-Made Filament Mix - Unbleached Bleach","Tissus - mélange de fibres artificielles discontinues et filaments synthétiques - écrus/blanchis"
"551622","Woven Fabrics - Artificial Staple/Man-Made Filament Mix - Dyed 1 Color","Tissus - mélange de fibres artificielles discontinues et filaments synthétiques - teints"
"551623","Woven Fabrics - Artificial Staple/Man-Made Filament Mix - Dyed Many Colors","Tissus - mélange de fibres artificielles discontinues et filaments synthétiques - fils colorés"
"551624","Woven Fabrics - Artificial Staple/Man-Made Filament Mix - Printed","Tissus - mélange de fibres artificielles discontinues et filaments synthétiques - imprimés"
"551631","Woven Fabrics - Artificial Staple/Wool Fibre Mix - Unbleached Or Bleached","Tissus - mélange de fibres artificielles discontinues et laine/poils fins - écrus/blanchis"
"551632","Woven Fabrics - Artificial Staple/Wool Fibre Mix - Dyed 1 Color","Tissus - mélange de fibres artificielles discontinues et laine/poils fins - teints"
"551633","Woven Fabrics - Artificial Staple/Wool Fibre Mix - Dyed Many Colors","Tissus - mélange de fibres artificielles discontinues et laine/poils fins - fils colorés"
"551634","Woven Fabrics - Artificial Staple/Wool Fibre Mix -  Printed","Tissus - mélange de fibres artificielles discontinues et laine/poils fins - imprimés"
"551641","Woven Fabrics - Artificial Staple/Cotton Fibre Mix - Unbleached Or Bleached","Tissus - mélange de fibres artificielles discontinues et coton - écrus/blanchis"
"551642","Woven Fabrics - Artificial Staple/Cotton Fibre Mix - Dyed 1 Color","Tissus - mélange de fibres artificielles discontinues et coton - teints"
"551643","Woven Fabrics - Artificial Staple/Cotton Fibre Mix - Dyed Many Colors","Tissus - mélange de fibres artificielles discontinues et coton - fils colorés"
"551644","Woven Fabrics - Artificial Staple/Cotton Fibre Mix - Printed","Tissus - mélange de fibres artificielles discontinues et coton - imprimés"
"551691","Woven Fabrics - Artificial Staple/Textile Fibre Nes Mix - Unbleached Bleach","Tissus  nda - fibres discontinues artificielles - écrus/blanchis"
"551692","Woven Fabrics - Artificial Staple/Textile Fibre Nes Mix - Dyed 1 Color","Tissus  nda - fibres discontinues artificielles - teints"
"551693","Woven Fabrics - Artificial Staple/Textile Fibre Nes Mix - Dyed Many Colors","Tissus  nda - fibres discontinues artificielles - fils colorés"
"551694","Woven Fabrics - Artificial Staple/Textile Fibre Nes Mix - Printed","Tissus  nda - fibres discontinues artificielles - imprimés"
"560121","Other Articles Of Wadding Nes - Cotton","Articles (a/q hygiéniques) - en ouates de coton"
"560122","Other Articles Of Wadding Nes - Man-Made Fibres","Articles (a/q hygiéniques) - en ouates de fibres synthétiques/artificielles"
"560129","Other Articles Of Wadding Nes - Textile Nes","Articles (a/q hygiéniques) - en ouates d'autres matières textiles nda"
"560130","Textile Flock And Dust (Including Mill Neps)","Tontisses, noeuds et noppes (boutons) de matières textiles"
"560210","Needleloom Felt And Stitch-Bonded Fibre Fabrics","Feutres aiguilletés et produits cousus/tricotés"
"560221","Felt (Excluding Needleloom) - Not Coated Or Treated - Wool/Hair","Feutres (a/q aiguilletés) - de laine/poils fins - non imprégnés/enduits/recouverts/stratifiés"
"560229","Felt (Excluding Needleloom) - Not Coated Or Treated - Textile Nes","Feutres (a/q aiguilletés) - d'autres textiles nda - non imprégnés/enduits/recouverts/stratifiés"
"560290","Felt Of Textile Materials Nes","Autres feutres de matières textiles nda"
"560311","Nonwovens - Man-Made Filaments -  Weighing Less Than 25G/M2","Nontissés - filaments synthétiques/artificiels, <25g/m2"
"560312","Nonwovens - Man-Made Filaments -  Weighing 25-70G/M2","Nontissés - filaments synthétiques/artificiels, 25-70g/m2"
"560313","Nonwovens - Man-Made Filaments -  Weighing 70-150G/M2","Nontissés - filaments synthétiques/artificiels, 71-150g/m2"
"560314","Nonwovens - Man-Made Filaments -  Weighing More Than 150G/M2","Nontissés - filaments synthétiques/artificiels, >150g/m2"
"560391","Nonwovens - Other Than Man-Made Filaments -  Weighing Less Than 25G/M2","Nontissés - autres filaments nda, <25g/m2"
"560392","Nonwovens - Other Than Man-Made Filaments -  Weighing 25-70G/M2","Nontissés - autres filaments nda, 25-70g/m2"
"560393","Nonwovens - Other Than Man-Made Filaments -  Weighing 70-150G/M2","Nontissés - autres filaments nda, 71-150g/m2"
"560394","Nonwovens - Other Than Man-Made Filaments -  Weighing More Than 150G/M2","Nontissés - autres filaments nda, >150g/m2"
"560410","Rubber Thread And Cord -  Textile Covered","Fils et cordes de caoutchouc - recouverts de textiles"
"560490","Textile Yarn,Strips & The Like,Impreg/  Ctd/Cov/Sheathed W Rubber/Plastics,Nes","Fils textiles,lames/formes sim imprg/  end/recouv/gainés de caout/plast,nda"
"560500","Metallized Yarn","Fils métalliques et métalisés"
"560600","Gimped Yarn Nes, Chenille Yarn, Loop Wale-Yarn And The Like","Fils guipés, fils de chenille et fils dits «de chaînette»"
"560721","Binder Or Baler Twine - Sisal/Genus Agave","Ficelles lieuses/botteleuses - sisal/fibres textiles du genre agave"
"560729","Twine, Cordage, Cable And Rope Nes - Sisal/Genus Agave","Ficelles nda/cordes/cordages  de sisal/fibres textiles genre agave"
"560741","Binder Or Baler Twine - Polyethylene Or Polypropylene","Ficelles lieuses/botteleuses - polyéthylène/polypropylène"
"560749","Twine, Cordage, Cable And Rope Nes - Polyethylene Or Polypropylene","Ficelles nda/cordes/cordages - polyéthylène/polypropylène"
"560750","Twine, Cordage, Cable And Rope - Synthetic Fibres Nes","Ficelles/cordes/cordages - fibres textiles synthétiques nda"
"560790","Twine, Cordage, Ropes And Cables, Of  Other Materials","Ficelles, cordes et cordages, d'autres  matières textiles"
"560811","Fishing Nets (Made Up) - Man-Made Fibres","Filets - pour la pêche - textiles synthétiques/artificielles"
"560819","Knotted Netting Of Twine, Cordage And Rope Nes - Man-Made Fibres","Filets - a/q pour la pêche - textiles synthétiques/artificielles"
"560890","Knotted Netting Of Twine, Cordage And Rope - Textile Nes","Filets - à mailles nouées à partir de ficelles/cordes/cordages - textiles nda"
"560900","Articles Or Yarn, Strip, Twine, Cordage, Rope And The Like Nes","Articles en fils, lames ou formes similaires, et ficelles, cordes et cordages, nda"
"570110","Carpets - Wool/ Fine Hair - Knotted","Tapis - laine/poils fins - à points noués/enroulés"
"570190","Carpets - Other Textile Material - Knotted","Tapis - textiles  a/q laine/poils fins - à points noués/enroulés"
"570210","Carpets - Hand Woven (Kelem, Schumacks, Karamie Etc.)","Tapis  - tissés à la main : genres «kelim» / «kilim», «schumacks»/«soumak», «karamanie» et similaire"
"570220","Floor Coverings - Coconut Fibres (Coir) - Woven","Revêtements de sol - fibres de coco (coir) - tissés"
"570231","Carpets - Wool /Fine Hair - Pile  - Not Made Up","Tapis tissés - laine/poils fins - à velours - non confectionnés"
"570232","Carpets - Man-Made Material -  Pile - Not Made Up","Tapis tissés - textiles synthétiques/artificielles - à velours - non confectionnés"
"570239","Carpets - Other Textile Material -  Pile  - Not Made Up","Tapis tissés - textiles nda - à velours - tissés - non confectionnés"
"570241","Carpets - Wool /Fine Hair -  Pile  - Made Up","Tapis tissés - laine/poils fins - à velours - confectionnés"
"570242","Carpets - Man-Made Material -  Pile - Made Up","Tapis tissés - textiles synthétique/artificielles - à velours - confectionnés"
"570249","Carpets - Other Textile Material -  Pile  - Made Up","Tapis tissés - textiles nda - à velours - confectionnés"
"570250","Carpets Of O Textile Materials,Woven,Not  Of Pile Construction,Not Made Up,Nes","Tapis d'autres matières textiles,tissés,  sans velours,non confectionnés,nda"
"570291","Carpets - Wool /Fine Hair -  Non-Pile  - Made Up","Tapis tissés - laine/poils fins - sans velours - confectionnés"
"570292","Carpets - Man-Made Material -  Non-Pile - Made Up","Tapis tissés - textiles synthétiques/artificielles - sans velours -confectionnés"
"570299","Carpets - Other Textile Material -  Non-Pile  - Made Up","Tapis tissés - textiles nda - sans velours - confectionnés"
"570310","Carpets - Wool /Fine Hair - Tufted","Tapis touffetés - laine/poils fins"
"570320","Carpets - Nylon/Polyamides - Tufted","Tapis touffetés - nylon/polyamides"
"570330","Carpets - Polypropylene - Tufted","Tapis touffetés  - textiles synthétiques/artificielles nda"
"570390","Carpets - Other Textile Material - Tufted,","Tapis touffetés  - textiles nda"
"570410","Tiles Of Felt Of Textile Materials (Area <0.3M2)","Carreaux  - en feutre - superficie <0,3m2"
"570490","Carpets Of Felt Of Textile Materials Nes","Tapis/revêtements de sol nda - en feutre"
"570500","Carpets And Other Textile Floor Coverings Nes","Tapis/revêtements de sol nda - textiles, nda"
"580110","Woven Pile Fabrics - Wool/Fine Hair","Velours/peluches tissés - laine/poils fins (a/q rubanerie)"
"580121","Woven Weft Pile Fabrics - Cotton - Uncut","Velours/peluches - coton  - par la trame - non coupés (a/q rubanerie)"
"580122","Corduroy Fabrics - Cotton - Cut","Velours/peluches - coton  - par la trame - coupés/côtelés (a/q rubanerie)"
"580123","Woven Weft Pile Fabrics - Cotton -  Other Nes","Velours/peluches - coton  - par la trame - autres nda (a/q rubanerie)"
"580126","Chenille Fabrics - Cotton","Tissus de chenille - coton (a/q rubanerie)"
"580127","Cotton Warp Pile Fabrics","Velours et peluches par la chaîne (en cotton)"
"580131","Woven Weft Pile Fabrics - Man-Made - Uncut","Velours/peluches - fibres synthétiques/artificielles - par la trame - non coupés  (a/q rubanerie)"
"580132","Corduroy Fabrics - Man-Made - Cut","Velours/peluches - fibres synthétiques/artificielles - par la trame - coupés/côtelés (a/q rubanerie"
"580133","Woven Weft Pile Fabrics - Man-Made - Other Nes","Velours/peluches - fibres synthétiques/artificielles - par la trame - autres nda (a/q rubanerie)"
"580136","Chenille Fabrics -  Man-Made","Tissus de chenille - fibres synthétiques/artificielles (a/q rubanerie)"
"580137","Man-Made Warp Pile Fabrics","Velours et peluches par la chaîne"
"580190","Woven Pile/Chenille Fabrics - Textile Nes","Velours/peluches tissés; tissus de chenille - textiles nda (a/q rubanerie)"
"580211","Terry Toweling/Woven Terry Fabrics - Cotton -  Unbleached","Tissus (a/q rubanerie) bouclés du genre éponge - coton - écrus"
"580219","Terry Toweling/Woven Terry Fabrics - Cotton -  Bleached","Tissus (a/q rubanerie) bouclés du genre éponge - coton - non écrus"
"580220","Terry Toweling/Woven Terry Fabrics - Textile Nes","Tissus (a/q rubanerie) bouclés du genre éponge - textiles nda"
"580230","Tufted Textile Fabrics (Excluding Carpets)","Surfaces textiles touffetées (a/q tapis/revêtements de sol)"
"580300","Gauze, O/T Narrow Fabrics Of Heading   58.06","Tissus à point de gaze, autre que   rubanerie des articles du n° 58.06"
"580410","Tulles And Other Net Fabrics","Tulles, tulles-bobinots et tissus à mailles nouées"
"580421","Mechanically Made Lace - Man-Made Fibres","Dentelles à la mécanique - fibres synthétiques/artificielles"
"580429","Mechanically Made Lace - Textile Nes","Dentelles à la mécanique - textiles nda"
"580430","Hand-Made Lace","Dentelles à la main"
"580500","Hand-Woven And Needle-Worked Tapestries","Tapisseries tissées à la main et tapisseries à l'aiguille"
"580610","Narrow Woven Pile Fabrics And Narrow Chenille Fabrics","Rubanerie de velours/peluches, tissus de chenille/tissus bouclés du genre éponge"
"580620","Narrow Woven Fabrics -  With 5% Or More Elastomeric Yarn Or Rubber Thread","Rubanerie -  contenant >4%  fils d'élastomères/caoutchouc"
"580631","Narrow Woven Fabrics - Cotton Nes","Rubanerie nda - coton"
"580632","Narrow Woven Fabrics - Man-Made Fibres Nes","Rubanerie nda - fibres synthétiques/artificielles"
"580639","Narrow Woven Fabrics - Other Textile Materials Nes","Rubanerie nda - textiles nda"
"580640","Narrow Fabrics Consisting Of Warp Without Weft Assembled Using Adhesives (Bolducs)","Rubans sans trame, en fils ou fibres parallélisés et encollés (bolducs)"
"580710","Labels, Badges And Similar Articles - Woven","Étiquettes, écussons et articles similaires - matières textiles - tissés"
"580790","Labels, Badges And Similar Articles - Not Woven","Étiquettes, écussons et articles similaires - matières textiles - non tissés"
"580810","Braids In The Piece","Tresses en pièces"
"580890","Ornamental Trimmings In The Piece (Not Knitted), Tassels/Pompons And Similar Articles","Articles de passementerie et ornementaux, glands, floches, pompons et similaires"
"580900","Woven Fabrics Of Metal Thread Or Of Metallized Yarn","Tissus de fils de métal et filés métalliques"
"581010","Embroidery Without Visible Ground In The Piece","Broderies - chimiques/aériennes et à fond découpé - en pièces"
"581091","Embroidery In The Piece -  In Strips Or Motifs - Cotton","Broderies nda - coton - en pièces/bandes/en motifs"
"581092","Embroidery In The Piece -  In Strips Or Motifs - Man Made Fibres","Broderies nda - fibres synthétiques/artificielles - en pièces/bandes/en motifs"
"581099","Embroidery In The Piece -  In Strips Or Motifs - Textile Nes","Broderies nda - textiles nda -  en pièces/bandes/en motifs"
"581100","Quilted Textile Products In The Piece (Except Embroidery)","Produits textiles matelassés en pièces (a/q broderies)"
"590110","Textile Fabrics Coated With Gum, Of A Kind Used For Outer Covers Of Books","Tissus enduits de colle - utilisés pour la reliure des livres"
"590190","Tracing Cloth; Prepared Painting Canvas; Stiffened Textile Fabrics","Toiles à calquer pour dessin, toiles pour peinture et tissus pour la chapellerie"
"590210","Tire Cord Fabrics Made Of Nylon Or Other Polyamides High Tenacity Yarns","Nappes tramées pour pneumatiques - fils à haute ténacité - nylon/ polyamides"
"590220","Tire Cord Fabrics Made Of Polyester High Tenacity Yarns","Nappes tramées pour pneumatiques - fils à haute ténacité - polyesters"
"590290","Tire Cord Fabrics Made Of Viscose Rayon High Tenacity Yarns","Nappes tramées pour pneumatiques - fils à haute ténacité - rayonne viscose"
"590310","Textile Fabrics Impregnated, Coated, Covered Or Laminated With Polyvinyl Chloride","Tissus imprégnés/enduits/recouverts/stratifiés - avec polychlorure de vinyle"
"590320","Textile Fabrics Impregnated, Coated, Covered Or Laminated With Polyurethane","Tissus imprégnés/enduits/recouverts/stratifiés - avec polyuréthane"
"590390","Textile Fabrics Impregnated, Coated, Covered Or Laminated With Plastics Nes","Tissus imprégnés/enduits/recouverts/stratifiés - avec matière plastique"
"590410","Linoleum, Whether Or Not Cut To Shape","Linoléums"
"590490","Floor Coverings (Other Than Linoleum)","Revêtements de sol - enduit/recouvrement appliqué sur support textile"
"590500","Textile Wall Coverings","Revêtements muraux - en matières textiles"
"590610","Rubberized Textile Adhesive Tape Of A Width Not Exceeding 20 Cm","Rubans adhésifs caoutchoutés (largeur <21cm)"
