"HS10-SH10","DESCRIPTION_ENG","DESCRIPTION_FRA"
"4802570095","Envelope paper,uncoated,converted,<=10% fib mech/chem-mec,","Papiers pr enveloppes,n cou/end,transfor,<=10% fib méc/chi-méc,>=40<=150g/m²,nda"
"4802570096","Text paper,uncoated,converted,<=10% mech/chem-mec fib,wt >","Papiers éditions luxe,n cou/end,transfor,<=10% fib méc/chi-méc,>=40<=150g/m²,nda"
"4802570097","Exercise/tablet paper,uncoated,cnvrt,<=10% mech/chem-mec f","Papiers exercices/bloc-notes,n cou/end,transfor,<=10% fib méc,>=40<=150g/m²,nda"
"4802570099","Paper/paperboard,uncoated,converted,<=10% mech/chem-mec fi","Papiers/cartons,n couchés/end,transfor,<=10% fib méc/chi-méc,>=40<=150 g/m²,nda"
"4802580010","Printing paper,not converted,<=10% mech fib,rolls/sheets,w","Papier pour impression,n transfor,<10% fib mécanique,roul/feuil,pds >150 g/m²"
"4802580021","Bristol/cover paper,uncoated,n converted,<=10% mech fib,ro","Papier bristol/papier couverture,n couché,n transfor,<=10% fib méc,r/f,>150g/m²"
"4802580022","Drawing paper,n converted,<=10% mech fib,rolls/sheets,weig","Papier à dessin, non transformé, <=10% fib mécanique, roul/feuil, pds >150g/m²"
"4802580029","Paper,fine,uncoated,not cnvrt,<= 10% mech fib, rolls/sheet","Papier,fin,non couché,non transformé,<=10% fib méc, roul/feuil,pds >150 g/m²,nda"
"4802580090","Paper,fine, uncoated,converted,<=10% mech fib, rolls/sheet","Papier,fin,n couché,transformé,<=10% fib méc,rouleaux/feuilles,pds >150g/m²,nda"
"4802610011","Directory ppr,unctd,n convert,>=50% wt fib obt by mech/che","Pap pr annuaire téléph,non cou,n transfor,>=50% fib obt p proc méc/chi-méc,roul"
"4802610019","Fine paper,unctd,not convert,>=50% wt fib obt by mech/chem","Papier fin,non cou, n tranform,>=50% fib obt p proc méc/chi-méc,en roul,nda"
"4802610020","Supercalendered ppr,>10% wt obt by mech proc,in rolls,unct","Pap surcalandrés,>10% fib obt p proc méc,en roul,n couché,pr fab journeaux,etc"
"4802610081","Printing paper,>10% wt fib obt by mech proc,not converted,","Papier pr impress,>10% pds obt par proc méc,n transfor,en rouleaux,n couché"
"4802610082","Writing/cover paper,>10% wt fib obt by mech proc,not conve","Papier écrit/couvert,>10% pds obt par proc méc,n transfor,en rouleaux,n couché"
"4802610083","Drawing paper,>10% wt fib obt by mech proc,not converted,i","Papier à dessin,>10% pds obt par proc méc,n transfor,en rouleaux,n couché"
"4802610088","Other business mach ppr,>10% wt fib obt by mech proc,not c","Au pap pr mach de bureau,>10% pds obt par proc méc,n transfor,en rouleaux,n cou"
"4802610089","Paper, fine,>10% wt fib obt by mech proc,not convert,in ro","Papier fin, >10% pds obt par proc méc, n transfor,en rouleaux,n couché, nda"
"4802610090","Paper,fine,unctd,converted, >10% wt fib obt by mech/che-me","Papier fin,n couché, transformé,>10% pds obt p proc méc/chi-méc,en rouleaux,nda"
"4802620010","Bond,ledger,writing ppr,>10% wt fib obt by mech proc,sht <","Pap bond/comptables/écrire,10% pds obt par proc méc,feuil <= 435x297mm,n cou"
"4802620020","Copy-duplicating ppr,>10% wt fib obt by mech proc,sht 435x","Pap duplicateur/photocopier,10% pds obt par proc méc,feuil <= 435x297mm,n cou"
"4802620090","Paper,fine, in sht <= 435x297mm, unctd, >10% fib obt by me","Papier fin, feuil <= 435x297mm, n cou, >10% fib p proc méc/chi-méc, nda"
"4802690011","Directory ppr,n convert,>=50% wt fib obt by mech/chem-mec,","Pap annu téléph,n transfor,>=50% fib obt proc éc/chi-méc,feuil >435x297mm,n cou"
"4802690019","Paper,fine,n cnvrt,>=50% wt fib obt by mech/chem-mec proc,","Papier fin,n transfor,>=50% fib obt p proc méc/chi-méc,feuil >435x297mm,n couché"
"4802690020","Supercalendered ppr,>10% wt obt by mech proc,sht>435x297mm","Pap surcalandré,>10% fib obt p proc méc,feuil >435x297mm,n cou,fab journeaux,etc"
"4802690081","Printing paper,>10% wt fib obt by mech proc,sht >435x297 m","Papier pr impress,>10% pds obt par proc méc,feuil >435x297mm,n transfor,n couché"
"4802690082","Writing/cover ppr,>10% wt fib obt by mech proc,n convert,s","Pap écrit/couvert,>10% pds obt par proc méc,n transfor,feuil >435x297mm,n cou"
"4802690083","Drawing paper,>10% wt fib obt by mech proc,n convert,sht >","Papier à dessin,>10% pds obt par proc méc,n transfor,feuil >435x297 mm,n cou"
"4802690088","O business mach ppr,>10% wt fib obt by mech proc,n convert","Au pap pr mach de bureau,>10% obt par proc méc,n transfor,feuil>435x297mm,n cou"
"4802690089","Paper, fine,>10% wt fib obt by mech proc,n convert,sht >43","Papier fin,>10% pds obt par proc méc,n transfor,feuil >435x297mm,n couché, nda"
"4802690090","Paper, fine, uncoated,converted, >10% fib mech/chem-mec, s","Papier, fin, n cou,transformé, >10% fib méc/chi-méc,en feuilles >435x297 mm,nda"
"4803000011","Sanitary napkin wadding stock,roll wd >36cm,not embossed,p","Papier absorbant serviettes hygiéniques,roul larg >36cm,n gaufré,perf,impr,décor"
"4803000012","Toilet/facial tissue stock,roll wd >36cm,not embossed,perf","Papier-mouchoir,pap à démaquiller,roul larg >36cm,non gaufré,perf,imprimé,décoré"
"4803000013","Towel stock, roll wd >36cm,not embossed,perforated,surface","Papier essuie-mains, rouleaux larg >36cm, non gaufré,perforé,imprimé ni décoré"
"4803000019","H/hold/sanit paper stock,roll wd >36cm,not embossed,perfor","Papier us domes ou hygiénique,roul larg>36 cm,non gaufré,perf,imprimé,décoré,nda"
"4803000091","Toilet/facial tissue stock, roll wd >36cm, sheet >36cm x >","Papier-mouchoir,papier démaquiller, rouleaux larg >36cm,feuil >36cm x >15cm,nda"
"4803000092","Towel stock, roll wd >36cm, sheet >36cm x >15cm, nes","Papier essuie-mains, rouleaux largeur >36cm, feuilles >36cm x >15 cm, nda"
"4803000099","H/hold/sanit paper stock, roll wd >36cm, sheet >36cm x >15","Papier à usage domestique/hygiénique, roul larg >36cm, feuil >36cm x >15cm, nda"
"4804110000","Paper, kraftliner, uncoated, unbleached, in rolls/sheets","Papiers/cartons Kraftliner pr couverture,écrus,non couchés/end,rouleaux/feuilles"
"4804190000","Paper/paperboard, kraftliner, uncoated, bleached, in rolls","Papiers/cartons Kraftliner pr couverture,blanchis,non couchés/end,roul/feuilles"
"4804210010","Paper, sack kraft, uncoated, unbleached, not converted, in","Papiers kraft pr sacs grande contenance,écrus,n couchés/end/transfor,en rouleaux"
"4804210090","Paper, sack kraft, uncoated, unbleached, in rolls/sheets,","Papiers Kraft, pr sacs de grande contenance,non couchés/end,écrus,roul/feuil,nda"
"4804290000","Paper, sack kraft, in rolls, o/t unbleached, uncoated","Papier Kraft pour sacs grande contenance, en rouleaux, a/q écru, non couché"
"4804310028","Wrapping paper, in rolls, not converted, <= 150 g/m², unbl","Papiers d'emballage,écrus,en rouleaux,non couchés/end/transformés,<=150g/m²,nda"
"4804310029","Wrapping paper, roll/sheet, <= 150 g/m², unbleached, uncoa","Papiers d'emballage,écrus,non couchés/enduits,en rouleaux/feuilles,<=150g/m²,nda"
"4804310091","Paper/paperboard,kraft,uncoated,unbl,not converted,rolls/s","Papiers/cartons,Kraft,écrus,non couchés/end/transfor,roul/feuilles,<=150g/m²,nda"
"4804310099","Paper/paperboard,kraft,uncoated,unbleached,converted,rolls","Papiers/cartons,Kraft,écrus,non couchés/end,transfor,roul/feuilles,<=150g/m²,nda"
"4804390020","Ppr&pprbrd,kraft,r/s,<=150g/m²,mass wt>95%wood fib obt che","Pap&cart,kraft, r/f, masse 95%pds,fib bois obt proc chim <=150g/m², bl,n cou,nda"
"4804390090","Paper and paperboard, kraft, in rolls or sheets, <=150g/m²","Papiers et cartons, kraft, en rouleaux ou en feuilles,<=150g/m², non couché, nda"
"4804410011","Wrapping paper,rolls,>150g/m² <225g/m²,not converted,unble","Papier d'emballage,en rouleaux,>150g/m² <225g/m²,non transformé,écru,n couché"
"4804410019","Wrapping paper, rolls/sheets,>150g/m² <225g/m²,unbleached,","Papier d'emballage,rouleaux/feuilles,>150g/m² <225g/m²,écru,non couché,nda"
"4804410021","Impregnating paper for laminates,n cnvrt,roll/sht,>150g/m²","Papier à imprégner pr stratifiés,n transfor,r/f,>150g/m² <225g/m²,écru,n couché"
"4804410028","Paper kraft, not converted,roll/sheet,>150g/m² <225g/m²,un","Papier, Kraft, non transformé,roul/feuil,>150g/m² <225g/m²,écru,non couché,nda"
"4804410029","Paper,kraft,rolls/sheets,>150g/m² <225g/m²,unbleached, unc","Papier, Kraft, rouleaux/feuilles, >150g/m² <225g/m², écru, non couché, nda"
"4804410030","Paperboard,roll,>150g/m² <225g/m²,thkns>=0.2mm,use wrap ro","Carton,roul,>150g/m² <225g/m²,épais>=0,2mm,pr envelopper roul pap,écru,n couché"
"4804410090","Paperboard,kraft,roll/sheet,>150g/m² <225g/m²,unbleached,","Carton,Kraft,en rouleaux ou en feuilles,>150g/m² <225g/m²,écru,non couché,nda"
"4804420000","Paper&paperboard, kraft, r/s,>150 g/m² but <225 g/m²,bl,>9","Papiers&cartons Kraft,r/f >150g/m²,mais<225g/m²,bl, >95% pâte chim,n couchés"
"4804490010","Paper,kraft,not converted,rolls/sheets,>150g/m² <225g/m²,u","Papier,kraft,non transformé,rouleaux/feuilles,>150g/m² <225g/m²,non couché,nda"
"4804490091","Wrapping paper,kraft,roll/sheet,>150g/m² <225g/m²,uncoated","Papier d'emballage,Kraft,rouleaux/feuilles,>150g/m² <225g/m²,non couché,nda"
"4804490099","Paper, kraft, rolls/sheets, >150g/m² <225g/m², uncoated, n","Papier, Kraft, en rouleaux ou en feuilles, >150g/m² <225g/m², non couché, nda"
"4804510010","Electrical insulating pressboard,thkns>=1mm,roll/sht,>=225","Carton comprimé d'isolation électrique,épais>=1 mm,r/f,>=225g/m²,écru,non couché"
"4804510090","Paper, kraft, rolls/sheets,>=225g/m², unbleached, uncoated","Papier, Kraft, en rouleaux ou en feuilles,>=225 g/m², écru, non couché, nda"
"4804520000","Paper&paperboard, kraft, r/s, >= 225g/m², bl, >95% chemica","Papiers&cartons Kraft, r/f >= 225 g/m², bl, >95% pâte chimique, non couchés"
"4804590000","Paper kraft, rolls/sheets,>=225g/m², uncoated, nes","Papier, Kraft, en rouleaux ou en feuilles,>=225 g/m², non couché, nda"
"4805110000","Semi-chemical fluting paper, in rolls or sheets, uncoated","Papier mi-chimique pour cannelure, en rouleaux ou en feuilles, non couché"
"4805120000","Straw fluting paper, rolls or sheets, uncoated","Papier paille pour cannelure, en rouleaux ou en feuilles, non couché"
"4805190000","Paper, fluting, nes, in rolls or in sheets, uncoated","Papier pour cannelure, nda, en rouleaux ou en feuilles, non couchés"
"4805240010","Testliner, recycled liner board,not convert,wt<=150 g/m²,","Testliner, fibres récupérées,n transfor,pds<=150 g/m², rouleaux/feuilles,n cou"
"4805240090","Testliner, recycled liner board, converted,wt<=150 g/m², i","Testliner, fibres récupérées,transformé,pds<=150 g/m², rouleaux/feuilles,n cou"
"4805250010","Testliner, recycled liner board,wt >150 g/m² but <225g/m²,","Testliner, fibres récupérées,pds >150 g/m² <225 g/m², rouleaux/feuilles,n cou"
"4805250020","Testliner, recycled liner board, wt>=225 g/m², in rolls/sh","Testliner, fibres récupérées,pds>=225 g/m², en rouleaux/feuilles, n couché"
"4805300000","Paper, wrapping, sulphite, rolls/sheets, uncoated","Papier sulfite d'emballage, rouleaux/feuilles, non couchés"
"4805400000","Paper and paperboard, filter, in rolls or sheets, uncoated","Papier et carton filtre, rouleaux/feuilles, non couchés"
"4805500010","Roofing felt,single ply,rolls>=46.5m²,mfr asphalt roofing,","Carton feut bitumer,1 seul pli,roul>=46,5m²,fab pap toitures,bardeaux,etc,n cou"
"4805500020","Flooring felt, containing vegetable fibres, in rolls/sheet","Feutres pour plancher,contenant des fibres végétales,roul/feuil,n couché"
"4805500090","Felt paper and paperboard, in rolls or sheets, uncoated, n","Papier et carton feutres, en rouleaux ou en feuilles, non couchés, nda"
"4805910040","Paper&paperboard,impreg,for laminates,not cnvrt,r/s,weighi","Papiers&cartons à imprégner pr stratifiés,n transfor,r/f,pds<=150 g/m², n couché"
"4805910080","Paper&paperboard,not converted,rolls/sheets,weighing<=150g","Papiers & cartons, non transformés, r/f, poids<=150g/m², non couché, nda"
"4805910090","Paper and paperboard, rolls/sheets, weighing<=150g/m², unc","Papiers&cartons, en rouleaux ou en feuilles, poids<=150 g/m², non couchés, nda"
"4805920010","Shoeboard, rolls/sheets, weighing >150g/m² but <225g/m², u","Carton à chaussures,rouleaux/feuilles,poids >150g/m² mais <225g/m²,non couché"
"4805920020","Electrical insulating pressboard,thkns>=1mm,rolls/sht,wt >","Carton comprimé d'isolation électrique,épais>=1mm,r/f,pds>150g/m² <225g/m²,n cou"
"4805920030","Paperboard,in rolls,thkns>=0.2mm,used wrap rolls paper,>15","Carton,en roul,épais>=0,2 mm,pr envelopper roul de pap,>150g/m²<225g/m²,n couché"
"4805920090","Paper, rolls/sheets, weighing >150g/m² but <225g/m², uncoa","Papiers,en rouleaux ou en feuilles,poids >150 g/m² mais <225 g/m²,non couché,nda"
"4805930010","Shoeboard, rolls/sheets, weighing>=225g/m², uncoated","Carton à chaussures, en rouleaux ou en feuilles, poids>=225 g/m², non couché"
"4805930020","Core board, tube or drum stock, multi-ply, wt>=225 g/m², r","Cart pr mandrin,tube roulé/cylindre,multicouches,pds>=225g/m², roul/feuil,n cou"
"4805930030","Electrical insulating pressboard, thickness>=1mm,rolls/she","Carton comprimé d'isolation électrique,épais>=1mm,roul/feuil,>=225g/m²,n couché"
"4805930090","Paper and paperboard, in rolls/sheets, weighing>=225g/m²,","Papiers et cartons, en rouleaux ou en feuilles, poids>=225 g/m², non couchés,nda"
"4806100000","Vegetable parchment paper, in rolls or sheets","Papier sulfurisé, parchemin végétal, en rouleaux ou en feuilles"
"4806200000","Greaseproof papers, in rolls/sheet","Papier ingraissable, ""greaseproof"", en rouleaux ou en feuilles"
"4806300000","Paper, tracing, in rolls or sheets","Papiers-calques, en rouleaux ou en feuilles"
"4806400000","Glassine and other glazed transparent or translucent paper","Papier cristal et autres papiers transparents ou translucides,rouleaux/feuilles"
"4807000000","Paper and paperboard, composite, in rolls or sheets, not c","Papiers et cartons, entre-deux, en rouleaux/feuilles, non couchés,même renforcés"
"4808100000","Corrugated paper and paperboard, in rolls or sheets","Papier et carton ondulés, en rouleaux ou en feuilles"
"4808400000","Kraft paper, creped or crinkled, w/n embossed or perforate","Papiers Kraft, crêpés ou plissés,même gaufrés/estampés/perforés,en roul/feuilles"
"4808900000","Paper and paperboard, creped or crinkled, in rolls/sheets,","Papier et carton, crêpés ou plissés, en rouleaux ou en feuilles, nda"
"4809200010","Paper self-cntd carbonless self-copy,rolls, wd>36cm,shts >","Papier sans crbn,indépendants,pr fab prod CDN,roul,larg>36 cm,feuil>36cm x >15cm"
"4809200020","Paper, self-copy, not converted, rolls, width >36 cm,sheet","Papiers indépendants,non transformé,en roul, larg >36cm,feuil >36cm x >15cm"
"4809200090","Paper, self-copy, in rolls, width >36 cm, sheets >36 cm x","Papiers indépendants en rouleaux, largeur >36 cm, feuil >36 cm x >15 cm, nda"
"4809900000","Paper, copying/transfer, rolls of width > 36 cm, sheets >","Papiers pr duplication ou reports, roul largeur >36 cm,feuil >36 cm x15 cm,nda"
"4810130010","Ppr f writing/print/o graph purp,no fib by mech proc,rolls","Pap pr écrit,impres & au fin graph,sans fib p proc méc,en roul,impr,estampé/perf"
"4810130020","O ppr f writing/print/o graph purp,no fib by mech proc,in","Au pap pr écrit,impres&au fin graph,sans fib p proc méc,en roul,pds<=29 g/m²,nda"
"4810130031","Printing paper,fine,not cnvrt,woodfree,in rolls,>29g/m²<=1","Pap pr impress,fin,n transfor,s fib proc méc,roul,>29g/m²<=150g/m²,cou kaolin,nda"
"4810130038","Paper,incl bristol/cover,fine,n cnvrt,wf,in rolls,>29g/m²<","Pap,incl bristol,fin,n transfor,s fib p proc méc,roul,>29<=150g/m²,cou kaolin,nda"
"4810130039","Paper, fine, woodfree, in rolls, wt > 29 g/m² but <= 150 g","Papier,fin,sans fib p proc méc, en roul, >29g/m²<=150g/m², couché au kaolin, nda"
"4810130041","Paper, fine, woodfree, not converted, in rolls,>150g/m², c","Papier,fin,sans fib p proc méc,n transfor,en roul,>150 g/m²,couché au kaolin,nda"
"4810130049","Paper, fine, woodfree, in rolls, >150g/m², clay coated, ne","Papier fin, sans fib par proc méc, en rouleaux, >150 g/m², couché au kaolin, nda"
"4810130050","Paperboard f writing/print/o graph purp,no fib by mech pro","Cartons pr écrit,impres & au fin graph,sans fib p proc méc,en roul,couché kaolin"
"4810140000","Ppr & pprbrd,woodfree, shts <=435x297mm max,clay coat,f wr","Pap & cart,<=10% pâte méc,en feuil<=435x297mm max,cou au kaolin,pr écrit/impress"
"4810190010","Ppr f writing/print/graph,no fib by mech proc,printed,embo","Papier pr écrit,impres,graph,sans fib p proc méc, imprimés,estampés/perforés,nda"
"4810190020","Other ppr for writing/print/o graph purp,no fib by mech pr","Autres papier pr écrit,impres/fin graph,sans fib par proc méc,poids<=29 g/m²,nda"
"4810190031","Printing paper,fine,not converted,woodfree,weight>29g/m²<=","Papier impress,fin,n transfor,sans fib p proc méc,poids>29<=150g/m²,cou kaol,nda"
"4810190038","Paper,incl bristol/cover,fine,not converted,wf,weight,>29<","Pap,bristol/couv,fin,n transfor,sans fib proc méc,poids>29<=150g/m²,cou kaol,nda"
"4810190039","Paper, fine, woodfree, weight >29g/m² <=150g/m², clay coat","Papier fin, sans fib par proc méc, poids >29g/m²<=150g/m², couché au kaolin, nda"
"4810190041","Other paper, fine, woodfree, not converted, weight >150g/m","Au papier,fin,sans fib p proc méc,non transfor,pds >150g/m²,couché au kaolin,nda"
"4810190049","Paper, fine, woodfree, weight >150g/m², clay coated, nes","Papier fin, sans fibres par procédé méc, poids >150 g/m², couché au kaolin, nda"
"4810190050","Paperboard for writing/print/graph purposes,no fib by mech","Carton pour écriture, impression & fin graph,sans fib par proc méc,couché kaolin"
"4810220010","Paper, fine, cut to size or shape, printed, embossed or pe","Papier, fin, découpé à format, imprimé, estampé ou perforé, nda"
"4810220091","Paper, fine, light weight clay coated, not converted, in r","Papier, fin, couché léger (L.W.C) au kaolin, non transformé, rouleaux/feuilles"
"4810220099","Paper, fine, light weight clay coated, in rolls or sheets,","Papier, fin, couché léger (L.W.C) au kaolin, en rouleaux ou en feuilles, nda"
"4810290010","Ppr f writing/print/graph,no fib by mech proc,in rolls/sht","Pap pr écrit,impres,graph,sans fib p proc méc,en roul/feuil, impr,estam/perf,nda"
"4810290020","Printing paper,>=50% fibres obt by mech process,rolls/sht,","Papiers impress,>=50% fibres mécaniques,roul/feuil,n transfor,couché kaolin,nda"
"4810290030","Paper, fine, woodcontaining, not converted, rolls/sheets,","Papier fin, >10 % pâte méc, non transformé, roul/feuil, couché au kaolin, nda"
"4810290040","Paper, fine, woodcontaining, converted, rolls/sheets, clay","Papier, fin, >10 % pâte méc, transfor, rouleaux/feuilles, couché au kaolin, nda"
"4810290050","Paperboard, woodcontaining, rolls/sheets, clay coated, nes","Carton, >10 % pâte mécanique, rouleaux/feuilles, couché au kaolin, nda"
"4810310000","Paper, kraft, in rolls/sheets, bl, >95% chemical pulp,<=15","Papiers Kraft, r/f <= 150 g/m², bl, >95% pâte chimique, couchés au kaolin"
"4810320011","Folding carton stk,solid bl,not cnvtr,roll/sht,>95% chem p","Cartonnage pliant,homogène bl,n transfor,r/f,>95% pâte chim,>150g/m²,cou kaolin"
"4810320012","Base stk for dishes etc,solid bl boxboard,not cnvtr,r/s,>9","Papier support pr vaiss,homo bl pr boîte,n transfor,r/f,>95% pâte chim,>150g/m²"
"4810320019","Boxboard,solid bl,not cnvrt,roll/sht,>95% chem pulp,>150g/","Carton pr boîtes,homogène bl,n transfor,r/f>95%pâte chim,>150g/m²,cou kaolin,nda"
"4810320090","Paper, kraft, bleached, >95% chemical pulp, >150g/m², clay","Papier, kraft, roul/feuil, blanchis, >95% pâte chim, >150g/m², cou kaolin, nda"
"4810390010","Electrocardio/electroencephal charts,print for self-record","Pap à diagr util en électrocardio/électroencéphal pr app enreg,bl,kraft,etc, nda"
"4810390020","Carrier board of kraft paper or paperboard,in rolls or she","Carton-caisses, pour transport,en papier/carton Kraft, r/f,couchés au kaolin,nda"
"4810390090","Paper and paperboard, kraft, in rolls or sheets, clay coat","Papier et carton, Kraft, en rouleaux ou en feuilles, couchés au kaolin, nda"
"4810920010","Multi-ply electrocardio/electroencephal charts,print for s","Pap multicouches,à diagr util en électrocardio/électroencéphal pr app enreg, etc"
"4810920020","Multi-ply folding board, in rolls or sheets, clay coated","Cartons pliants multicouches, en rouleaux ou en feuilles, couchés au kaolin"
"4810920090","Multi-ply paper, except folding board, in rolls or sheets,","Papier multicouches, a/q cartonnages pliants, roul/feuil, couché au kaolin, nda"
"4810990000","Paper, in rolls or sheets, clay coated, nes","Papiers en rouleaux ou en feuilles, couchés au kaolin, nda"
"4811100000","Paper and paperboard, tarred, bituminized or asphalted, in","Papiers et cartons goudronnés,bitumés ou asphaltés, en rouleaux ou feuilles,nda"
"4811410010","Tape paper, self-adhesive, in rolls or sheets","Rubans de papier autoadhésif, en rouleaux ou en feuilles"
"4811410090","Paper, self-adhesive, except tape paper, in rolls or sheet","Papier autoadhésif, a/q rubans, en rouleaux ou en feuilles"
"4811490010","Ppr in roll;sht ctd self adh,decor surf f part board etc,f","Pap en roul;feuil comp pap end d'adhé,revêt décor pr pan part,etc,pr meuble,etc"
"4811490090","Paper&paperboard, gummed/adhesive,except self-adhesive tap","Papier&cartons gommé/adhésif,a/q rubans autoadhésifs,en rouleaux/en feuilles,nda"
"4811510011","Base stk milk/o ctn,solid bl,n cnvrt,thkns>=0.3mm,>150g/m²","Pap sup pr cont lait/au,homo bl,n transfor,épais>=0,3mm,>150g/m²,end/imprg plast"
"4811510012","Folding ctn stk,solid bl,n cnvrt,thkns>=0.3mm,>150g/m²,ctd","Cartonnage pliant,homo bl,n transfor,épais>=0,3mm,>150g/m²,end/imprg mati plast"
"4811510013","Base stk for dishes,solid bl,n cnvrt,thkns>=0.3mm,>150g/m²","Pap sup pr vaiselle,homo bl,n transfor,épais>=0,3mm,>150g/m²,end/imprg plast"
"4811510018","Boxboard,solid bl,n cnvrt,thkns>=0.3mm,>150g/m²,ctd/impreg","Carton pour boîtes,homo bl,n transfor,épais>=0,3mm,>150g/m²,end/imprg plast,nda"
"4811510019","Boxboard,solid bl,n cnvrt,thkns <0.3mm,>150g/m²,ctd/impreg","Carton pr boîtes,homo bl,n transfor,épais<0,3mm,>150g/m²,end/imprg mat plast,nda"
"4811510081","Paper,release,bl,rolls > 15cm,sht > 36x15 cm,>150g/m²,ctd/","Papier antiadhésif,bl,roul > 15cm,feuil >36x15cm,>150g/m²,end/imprg/recouv plast"
"4811510082","Paper,automotive,bl,rolls > 15cm,sht > 36x15 cm,>150g/m²,","Papier pr auto,bl,roul > 15cm,feuil > 36x15cm,>150g/m²,end/imprg/recouv de plast"
"4811510089","Ppr & pprbrd,bl, rolls > 15cm,sht > 36x15cm,>150g/m²,ctd/i","Pap & cart,bl,roul > 15cm,feuil > 36x15cm,>150g/m²,end/imprg/recouv de plast,nda"
"4811510090","Paper and paperboard,bl,in rolls/sht,>150g/m²,ctd/impreg/c","Pap et cart, blanchi, roul/feuil, >150g/m²,enduit/imprg/recouv de mati plast,nda"
"4811590011","Paper,release,strip/roll > 15 cm or sht > 36x15 cm,ctd/imp","Papier antiadhésif,ba/roul>15cm ou feuil>36x15cm,end/imprg/recouv mati plast,nda"
"4811590012","Paper,printing,strip/roll > 15 cm/sht > 36x15 cm, ctd/impr","Papiers pr impression,ba/roul >15cm ou feuil >36x15cm,end/imprg/recouv plast,nda"
"4811590013","Fold carton stk,strip/roll >15 cm/sht > 36x15 cm, ctd/impr","Cartonnages pliants,ba/roul >15cm/feuil>36x15cm,end/imprg/recouv mati plast,nda"
"4811590019","Paper/pprbrd,strip/roll > 15 cm/sht > 36x15 cm, ctd/impreg","Papiers/cartons,ba/roul >15cm ou feuil >36x15cm,end/imprg/recouv mati plast,nda"
"4811590090","Paper and paperboard, coated/impregnated/covered with plas","Papiers et cartons, enduits/imprégnés/recouverts de matière plastique, nda"
"4811600011","Paper, wrapping, waxed, in strip/roll > 15 cm or sheet > 3","Papier d'emballage, ciré, en bandes/rouleaux > 15 cm ou en feuilles > 36x15 cm"
"4811600012","Ppr,release,strip/roll>15cm/sht>36x15cm,ctd/impreg/cov wax","Pap antiadhé,roul>15cm/feuil>36x15cm,end/imprg/recouv cire/stéar/huile/glycérol"
"4811600013","Paper,waxed,except wrapping paper,in strip/roll > 15 cm or","Papier ciré,a/q papier d'emballage,en bande/rouleau > 15cm ou feuilles > 36x15cm"
"4811600019","Ppr,strip/roll >15cm/sht >36x15cm,ctd/impreg/cov w wax/ste","Pap,roul>15cm/feuil>36x15cm,end/imprg/recouv de cire/stéarine/huile/glycérol,nda"
"4811600090","Ppr,o/t strip/roll>15cm/sht >36x15cm,ctd/impreg/cov wax/st","Pap,a/q roul>15cm/feuil>36x15cm,end/imprg/recouv cire/stéar/huile/glycérol,nda"
"4811900011","Paper, giftwrap, in strip or roll > 15 cm or sheets > 36x1","Papier d'emballage-cadeau, en bande ou rouleau > 15 cm ou en feuilles > 36x15 cm"
"4811900012","Tape paper, latex-treated,not gummed,in strip/roll > 15 cm","Ruban de papier traité au latex,n gommé,en ba/rouleau >15cm ou feuille > 36x15cm"
"4811900018","Paper,pprbrd,cellulose wad,impreg with latex,in strip/roll","Papier,carton,ouate de cellulose,imprg de latex,ba/roul >15cm ou feuil > 36x15cm"
"4811900019","Paper,paperboard,cellulose wad,in strip/roll > 15 cm or sh","Papier, carton, ouate de cellulose, ba/roul >15 cm ou feuil > 36x15 cm, nda"
"4811900090","Ppr,pprbrd,cellu wad,roll>15cm/sht>36x15cm,ctd/impreg/cov,","Pap,cart,ouate cellu,roul>15cm/feuil>36x15cm,end/imprg,surf color/décor/impr,nda"
"4812000000","Filter blocks, slabs and plates, of paper pulp","Blocs filtrants et plaques filtrantes, en pâte à papier"
"4813100000","Paper, cigarette, in the form of booklets or tubes","Papier à cigarettes, en cahiers ou en tubes"
"4813200010","Paper, cigarette, ungummed, in rolls of a width<=5cm","Papier à cigarettes, non gommé, en rouleaux de largeur<=5 cm"
"4813200020","Paper, cigarette, gummed, in rolls of a width<=5cm","Papier à cigarettes, gommé, en rouleaux de largeur<=5 cm"
"4813900000","Paper, cigarette, nes","Papier à cigarettes, nda"
"4814200000","Wallpaper, coated/covered on the face side with a decorate","Papiers peints, enduits/recouverts sur l'endroit d'une couche de matière plast"
"4814900000","Wallpaper and similar wall coverings, nes; window transpar","Papiers peints et revêtements muraux similaires, nda; vitrauphanies"
"4816200000","Self-copy paper, nes","Papier autocopiant, nda"
"4816900000","Copying or transfer papers, offset plates of paper, nes","Papier pour duplication ou report, plaques offset en papier, nda"
"4817100000","Envelopes of paper","Enveloppes en papier"
"4817200000","Cards, letter or correspondence, plain postcards, of paper","Cartes-lettres, cartes de correspondance ou postales non illustrées, en papier"
"4817300000","Writing compendiums etc, containing an assortment of paper","Boîtes, pochettes, etc, contenant un assortiment d'articles de correspondance"
"4818100000","Toilet paper","Papier hygiénique"
"4818200010","Paper towels","Essuie-mains en papier"
"4818200020","Handkerchiefs or facial tissues, of paper","Mouchoirs ou serviettes à démaquiller, en papier"
"4818200090","Cleansing tissues, of paper, nes","Papiers absorbants pour la toilette, nda"
"4818300010","Tablecloths, of paper","Nappes en papier"
"4818300020","Serviettes, of paper","Serviettes en papier"
